,title,year,language,Nb_authors
694,SequencesViewer : comment rendre accessible des motifs séquentiels de gènes trop nombreux,2010,fr,5
695,SIAM: Système d'Indexation des Articles Médicaux,2010,fr,3
696,Simplification de données de vol pour un stockage optimal et une visualisation accélérée,2010,fr,4
697,SimTole,2010,fi,2
698,SoTree : Auto-organisation topologique et hiérarchique des données,2010,fr,2
699,Sous-échantillonnage topographique par apprentissage semi-supervisé,2010,fr,2
700,Suivi d'Automobiles par Classification Hiérarchique Ascendante,2010,fr,3
701,Système d'extraction des connaissances à partir des données temporelles basé sur les Réseaux Bayésiens Dynamiques,2010,fr,3
702,Tulip: a Scalable Graph Visualization Framework,2010,en,10
703,Un modèle d'extraction de masses de croyance à partir de probabilités a posteriori pour une amélioration des performances en classification supervisée,2010,fr,3
704,Un système d'aide à l'extraction de relations sémantiques pour la construction d'ontologies à partir de textes,2010,fr,3
705,Une approche fondée sur la corrélation entre prédicats pour le traitement des réponses pléthoriques,2010,fr,4
706,Une approche probabiliste pour l'identification de structures de communautés,2010,fr,3
707,Une méthode d'aide au management de connaissances pour améliorer le processus de suivi et d'évaluation de la prise en charge précoce des enfants IMC : application de l'ASHMS,2010,fr,4
708,Une nouvelle approche de découverte des correspondances complexes entre ontologies,2010,fr,2
709,Une nouvelle stratégie d'Apprentissage Bayésienne,2010,fr,3
710,Une Ontologie pour l'Acquisition et l'Exploitation des Connaissances en Conception Inventive,2010,fr,3
711,Une structure basée sur les hiérarchies pour synthétiser les itemsets fréquents extraits dans des fenêtres temporelles,2010,fr,3
712,Utilisation de graphes sémantiques pour l'extraction et la traduction des idées essentielles d'un texte,2010,fr,3
713,Vers une extraction et une visualisation des co-localisations adaptées aux experts,2010,fr,3
714,Visual Sentence-Phrase-Based Document Representation for Effective and Efficient Content-Based Image Retrieval,2010,en,4
715,Visualisation de mesures agrégées pour l'estimation de la qualité des articlesWikipedia,2010,fr,3
716,WCUM pour l'analyse d'un site web,2010,fr,4
717,A Contextualization Service for a Personalized Access Model,2009,en,4
718,Accompagner au début du 21ème siècle les organisations dans la mise en place d'une gestion des connaissances : retour d'expérience,2009,fr,3
719,Acquisition de la théorie ontologique d'un système d'extraction d'information,2009,fr,1
720,"Acquisition, annotation et exploration interactive d'images stéréoscopiques en réalité virtuelle : application en dermatologie",2009,fr,4
721,Aggregative and Neighboring Approximations to Query Semi-Structured Documents,2009,en,4
722,An approach for handling risk and uncertainty in multiarmed bandit problems,2009,en,2
723,Analyse de dissimilarités par arbre d'induction,2009,fr,4
724,Analyse de données pour la construction de modèles de procédures neurochirurgicales,2009,fr,5
725,Analyse et application de modèles de régression pour optimiser le retour sur investissement d'opérations commerciales,2009,fr,5
726,Analyse et application de modèles de régression pour optimiser le retour sur investissement d'opérations commerciales,2009,fr,5
727,Analyse multigraduelle OLAP,2009,ca,2
728,Analyse sémantique spatio-temporelle pour les ontologies OWL-DL,2009,fr,3
729,Assessing the uncertainty in knn Data Fusion,2009,en,3
730,Binary Sequences and Association Graphs for Fast Detection of Sequential Patterns,2009,en,2
731,Caractérisation automatique des classes découvertes en classification non supervisée,2009,fr,3
732,Ciblage des règles d'association intéressantes guidé par les connaissances du décideur,2009,fr,2
733,CISNA un système hybride LD+Règles pour gérer des connaissances,2009,fr,4
734,Classification des Images de Télédétection avec ENVI FX,2009,fr,3
735,Collaborative Outlier Mining for Intrusion Detection,2009,en,5
736,Comment valider automatiquement des relations syntaxiques induites,2009,fr,3
737,Comparaison de distances et noyaux classiques par degré d'équivalence des ordres induits,2009,fr,3
738,Constraint Programming for Data Mining,2009,en,1
739,Construction de descripteurs pour classer à partir d'exemples bruités,2009,fr,3
740,Contrôle des observations pour la gestion des systèmes de flux de données.,2009,fr,2
741,Correspondances de Galois pour la manipulation de contextes flous multi-valués,2009,fr,3
742,DBFrequentQueries : Extraction de requêtes fréquentes,2009,fr,7
743,De l'utilisation de l'Analyse de Données Symboliques dans les Systèmes multi-agents,2009,fr,4
744,Définition d'une stratégie de résolution de problèmes pour un robot humanoïde,2009,fr,2
745,DEMON : Découverte de motifs séquentiels pour les puces adn,2009,fr,3
746,DEMON-Visualisation : un outil pour la visualisation des motifs séquentiels extraits à partir de données biologiques,2009,fr,4
747,DesEsper: un logiciel de pré-traitement de flux appliqué à la surveillance des centrales hydrauliques,2009,fr,4
748,Détection d'intrusions dans un environnement collaboratif sécurisé,2009,fr,4
749,Détection d'objets atypiques dans un flot de données : une approche multi-résolution,2009,fr,2
750,Détection de séquences atypiques basée sur un modèle de Markov d'ordre variable,2009,fr,3
751,Détermination du nombre des classes dans l'algorithme CROKI2 de classification croisée,2009,fr,4
752,Diagnostic multi-sources adaptatif Application à la détection d'intrusion dans des serveursWeb,2009,fr,4
753,Empreintes conceptuelles et spatiales pour la caractérisation des réseaux sociaux,2009,fr,3
754,Exploration de données de traçabilité issues de la RFID par apprentissage non-supervisé,2009,fr,3
755,Exploration des corrélations dans un classifieur Application au placement d'offres commerciales,2009,fr,2
756,Explorer3D : classification et visualisation de données,2009,fr,2
757,Extraction de motifs fermés dans des relations n-aires bruitées,2009,fr,3
758,Extraction de Règles de Corrélation Décisionnelles,2009,fr,2
759,Extraction efficace de règles graduelles,2009,fr,3
760,"FCP-Growth, une adaptation de FP-Growth pour générer des règles d'association de classe",2009,fr,2
761,Fouille de données dans les bases relationnelles pour l'acquisition d'ontologies riches en hiérarchies de classes,2009,fr,1
762,Fusion Symbolique pour la Recommandation de Programmes Télévisées,2009,fr,2
763,Générer des règles de classification par Dopage de Concepts Formels,2009,fr,2
764,Graphes des liens et anti liens statistiquement valides entre les mots d'un corpus textuel : test de randomisation TourneBool sur le corpus Reuters,2009,fr,2
765,Handling Texts ? A Challenge for Data Mining,2009,en,1
766,L'Analyse Formelle de Concepts pour l'Extraction de Connaissances dans les Données d'Expression de Gènes,2009,fr,3
767,La carte GHSOM comme alternative à la SOM pour l'analyse exploratoire de données,2009,fr,3
768,La « créativité calculatoire » et les heuristiques créatives en synthèse de prédicats multiples,2009,fr,2
769,Le logiciel SYR pour l'Analyse de Données Symboliques,2009,fr,3
770,"Logiciel « DtmVic » Data and Text Mining: Visualisation, Inférence, Classification",2009,en,1
771,Management des connaissances dans le domaine du patrimoine culturel,2009,fr,3
772,Méthode de regroupement par graphe de voisinage,2009,fr,1
773,Modèle de préférences contextuelles pour les analyses OLAP,2009,fr,4
774,Modélisation des connaissances dans le cadre de bibliothèques numériques spécialisées,2009,fr,2
775,Okmed et Wokm,2009,da,1
776,Online and Adaptive Anomaly Detection: Detecting Intrusions in Unlabelled Audit Data Streams,2009,en,5
777,Partitionnement d'ontologies pour le passage à l'échelle des techniques d'alignement,2009,fr,4
778,Privacy and Data Mining: New Developments and Challenges,2009,en,1
779,Probabilistic Multi-classifier by SVMs from voting rule to voting features,2009,en,3
780,RDBToOnto : un logiciel dédié à l'apprentissage d'ontologies à partir de bases de données relationnelles,2009,fr,1
781,Regroupement des Définitions de Sigles Biomédicaux,2009,fr,5
782,Résumé hybride de flux de données par échantillonnage et classification automatique,2009,fr,3
783,SoftJaccard : une mesure de similarité entre ensembles de chaînes de caractères pour l'unification d'entités nommées,2009,fr,3
784,"SPAMS, une nouvelle approche incrémentale pour l'extraction de motifs séquentiels fréquents dans les Data streams",2009,fr,4
785,SVM incrémental et parallèle sur GPU,2009,fr,3
786,"TAAABLE : système de recherche et de création, par adaptation, de recettes de cuisine",2009,fr,4
787,TraMineR: une librairie R pour l'analyse de données séquentielles,2009,fr,4
788,Un algorithme stable de décomposition pour l'analyse des réseaux sociaux dynamiques,2009,fr,3
789,Un critère d'évaluation Bayésienne pour la construction d'arbres de décision,2009,fr,3
790,Un nouvel algorithme de forêts aléatoires d'arbres obliques particulièrement adapté à la classification de données en grandes dimensions,2009,fr,4
791,Un prototype cross-lingue multi-métiers : vers la Gestion Sémantique de Contenu d'Entreprise au service du Collaboratif Opérationnel,2009,fr,2
792,Un système pour l'extraction de corrélations linéaires dans des données de génomique médicale,2009,fr,2
793,Une méthode de classification supervisée sans paramètre pour l'apprentissage sur les grandes bases de données,2009,fr,1
794,Une nouvelle approche pour la classification non supervisée en segmentation d'image,2009,fr,1
795,Utilisation de l'analyse factorielle des correspondances pour la recherche d'images à grande échelle,2009,fr,4
796,Vers la simulation et la détection des changements des données évolutives d'usage du Web,2009,fr,3
797,Vers le traitement à grande échelle de données symboliques,2009,fr,3
798,Vers une utilisation améliorée de relations spatiales pour l'apprentissage de données dans les modèles graphiques,2009,fr,2
799,A spatial rough set for extracting the periurban fringe,2008,en,3
800,Algorithmes rapides de boosting de SVM,2008,af,3
801,Analyse exploratoire d'opinions cinématographiques : co-clustering de corpus textuels communautaires,2008,fr,3
802,Apport des traitements morpho-syntaxiques pour l'alignement des définitions par une classification SVM,2008,fr,3
803,Approche d'annotation automatique des événements,2008,fr,2
804,Approche hybride de classification à base de treillis de Galois: application à la reconnaissance de visages,2008,fr,3
805,Approches de type n-grammes pour l'analyse de parcours de vie familiaux,2008,fr,4
806,Assignation automatique de solutions à des classes de plaintes liées aux ambiances intérieures polluées,2008,fr,4
807,Binary Block GTM : Carte auto-organisatrice probabiliste pour les grands tableaux binaires,2008,fr,3
808,Cas d'utilisation réelle de Nautilus : calculs d'indicateurs chez un opérateur télécom,2008,fr,2
809,Classification adaptative de séries temporelles : application à l'identification des gènes exprimés au cours du cycle cellulaire,2008,fr,3
810,Classification de documents en réseaux petits mondes en vue d'apprentissage,2008,fr,4
811,Clustering en haute dimension par accumulation de clusterings locaux,2008,fr,3
812,Clustering Visuel Semi-Supervisé pour des systèmes en coordonnées en étoiles 3D,2008,fr,2
813,Co-classification sous contraintes par la somme des résidus quadratiques,2008,fr,2
814,Conception de systèmes d'information spatio-temporelle adaptatifs avec ASTIS,2008,fr,3
815,Data mining for activity extraction in video data,2008,en,4
816,Découverte de motifs séquentiels et de règles inattendus,2008,fr,3
817,Délestage pour l'analyse multidimensionnelle de flux de données,2008,fr,2
818,Détection de groupes atypiques pour une variable cible quantitative,2008,fr,3
819,Discretization of Continuous Features by Resampling,2008,en,2
820,Echantillonnage adaptatif de jeux de données déséquilibrés pour les forêts aléatoires,2008,fr,3
821,Echantillonnage pour l'extraction de motifs séquentiels : des bases de données statiques aux flots de données,2008,fr,2
822,Echantillonnage spatio-temporel de flux de données distribués,2008,fr,5
823,Enhancing Personal File Retrieval in Semantic File Systems with Tag-Based Context,2008,en,3
824,Étude comparative de deux approches de classification recouvrante : MOC vs. OKM,2008,fr,2
825,Étude de l'interaction entre variables pour l'extraction des règles d'influence,2008,fr,2
826,Évaluation des critères asymétriques pour les arbres de décision,2008,fr,3
827,ExpLSA : utilisation d'informations syntaxico-sémantiques associées à LSA pour améliorer les méthodes de classification conceptuelle,2008,fr,3
828,Extraction d'itemsets compacts,2008,en,2
829,Extraction d'un modèle numérique de terrain à partir de photographies par drone,2008,fr,5
830,Extraction de Motifs Séquentiels Multidimensionnels Clos sans Gestion d'Ensemble de Candidats,2008,fr,3
831,Extraction et exploitation des annotations contextuelles,2008,fr,2
832,Extraction et validation par croisement des relations d'une ontologie de domaine,2008,fr,1
833,FIASCO : un nouvel algorithme d'extraction d'itemsets fréquents dans les flots de données,2008,fr,4
834,Fouille de données audio pour la classification automatique de mots homophones,2008,fr,3
835,From Mining the Web to Inventing the New Sciences Underlying the Internet,2008,en,1
836,Génération de séquence résumé par une nouvelle approche basée sur le Soft Computing,2008,fr,3
837,Gradients de prototypicalité conceptuelle et lexicale,2008,fr,4
838,HyperSmooth : calcul et visualisation de cartes de potentiel interactives,2008,fr,7
839,Industrialiser le data mining : enjeux et perspectives,2008,fr,1
840,Intégration de contraintes dans les cartes auto-organisatrices,2008,fr,5
841,Intégration de la structure dans un modèle probabiliste de document,2008,fr,3
842,Interprétation automatique d'itinéraires à partir d'un corpus de récits de voyages pilotée par un usage pédagogique.,2008,fr,3
843,Interprétation d'images basée sur une approche évolutive guidée par une ontologie,2008,fr,4
844,Khiops: outil de préparation et modélisation des données pour la fouille des grandes bases de données,2008,fr,1
845,L'intelligence collective géospatiale au service du diagnostic de territoire : GEOdoc,2008,fr,3
846,La prise en compte de la dimension temporelle dans la classification de données,2008,fr,2
847,Le FIA: un nouvel automate permettant l'extraction efficace d'itemsets fréquents dans les flots de données,2008,fr,4
848,Le forage de réseaux sociaux,2008,fr,1
849,Le logiciel SODAS : avancées récentes Un outil pour analyser et visualiser des données symboliques,2008,fr,4
850,Les cartes cognitives hiérarchiques,2008,fr,3
851,Mesures hiérarchiques pondérées pour l'évaluation d'un système semi-automatique d'annotation de génomes utilisant des arbres de décision,2008,fr,7
852,Méthodologie d'Evaluation Intelligente des Concepts Ontologiques,2008,fr,2
853,Méthodologie de définition de e-services pour la gestion des connaissances à partir d'un plateau de créativité : application au e-learning instrumental,2008,fr,3
854,Mining Implications from Lattices of Closed Trees,2008,en,3
855,Modélisation conceptuelle des trajectoires,2008,fr,6
856,Nouvelle approche pour la recherche d'images par le contenu,2008,fr,2
857,Ontologies et raisonnement à partir de cas : Application à l'analyse des risques industriels,2008,fr,3
858,Optimisation du Primal pour les SVM,2008,fr,2
859,Optimisation incrémentale de réseaux de neurones RBF pour la régression via un algorithme évolutionnaire : RBF-Gene,2008,fr,2
860,Pondération locale des variables en apprentissage numérique non-supervisé,2008,fr,3
861,Prétraitement des bases de données de réactions chimiques pour la fouille de schémas de réactions,2008,fr,3
862,Principes d'Analyse des données symboliques et application à la détection d'anomalies sur des ouvrages publics,2008,fr,1
863,Processus d'acquisition d'un dictionnaire de sigles et de leurs définitions à partir d'un corpus,2008,fr,3
864,Proposition d'une nouvelle approche de détection d'intrusions basée sur les règles associatives génériques de classification,2008,fr,3
865,Proposition pour l'intégration de l'analyse spatiale et de l'analyse multidimensionnelle,2008,fr,4
866,Recherche adaptative de structures de régulation génétique,2008,fr,2
867,Recherche d'images par noyaux sur graphes de régions,2008,fr,3
868,Recherche d'information personnalisée dans les bibliothèques numériques scientifiques,2008,fr,2
869,Recherche de motifs spatio-temporels de cas atypiques pour le trafic routier urbain,2008,fr,2
870,Requêtes alternatives dans le contexte d'un entrepôt de données génomiques,2008,fr,2
871,Segmentation hiérarchique des cartes topologiques,2008,fr,2
872,Semantics of Spatial Window over Spatio-Temporal Data Stream,2008,en,2
873,Sémantique et Réutilisation d'ontologie générique,2008,fr,2
874,SOM pour la Classification Automatique Non supervisée de Documents Textuels basés sur Wordnet,2008,fr,4
875,Stratégies de classification non supervisée basées sur fenêtres superposées : application aux données d'usage du Web,2008,fr,2
876,Structure Inference of Bayesian Networks from Data: A New Approach Based on Generalized Conditional Entropy,2008,en,2
877,Suppression des Itemsets Clés Non Essentiels en Classification basée sur les Règles d'Association,2008,fr,1
878,Système multi-agent argumentatif pour la classification des connaissances cruciales,2008,fr,2
879,Un algorithme de classification topographique non supervisée à deux niveaux simultanés,2008,fr,2
880,Un cyber cartogramme gravitationnel pour l'analyse visuelle de données spatiotemporelles complexes,2008,fr,2
881,Un modèle d'espace vectoriel de concepts pour noyaux sémantiques,2008,fr,1
882,Un modèle et une algèbre pour les systèmes de gestion d'ontologies,2008,fr,3
883,Un nouveau système immunitaire artificiel pour l'apprentissage non supervisé,2008,fr,3
884,Un processus d'acquisition d'information pour les besoins de l'enrichissement des BDG,2008,fr,2
885,Un système de vote pour la classification de textes d'opinion,2008,fr,3
886,Une aide à la découverte de mappings dans SomeRDFS,2008,fr,2
887,Une approche ensembliste inspirée du boosting en classification non supervisée,2008,fr,3
888,Une approche ontologique pour automatiser le contrôle de conformité dans le domaine du bâtiment,2008,fr,4
889,Une J-mesure orientée pour élaguer des modèles de chroniques,2008,fr,2
890,Une mesure de similarité contextuelle pour l'aide à la navigation dans un treillis,2008,fr,5
891,Une nouvelle approche du boosting face aux données bruitées,2008,fr,2
892,Une nouvelle méthode divisive en classification non supervisée pour des données symboliques intervalles,2008,fr,2
893,Une proposition pour l'extraction de relations non prédicatives,2008,fr,1
894,Utilisation du Web Sémantique pour la gestion d'une liste de diffusion d'une CoP,2008,fr,4
895,Vers des Machines à Vecteurs de Support “Actionnables” : Une Approche Fondée sur le Classement,2008,fr,3
896,Vers l'exploitation de grandes masses de données,2008,fr,4
897,Vers l'intégration de la prédiction dans les cubes OLAP,2008,fr,4
898,Vers une fouille sémantique des brevets : Application au domaine biomédical,2008,fr,3
899,Visualisation des motifs séquentiels extraits à partir d'un corpus en Ancien Français,2008,fr,7
900,Visualisation et classification des parcours de vie,2008,fr,5
901,Web Content Data Mining : la classification croisée pour l'analyse textuelle d'un site Web,2008,fr,4
902,Alignement de ressources sémantiques à partir de règles,2007,fr,2
903,Annotation et navigation de données archéologiques,2007,fr,4
904,Annotation sémantique floue de tableaux guidée par une ontologie,2007,fr,4
905,Application des réseaux bayésiens à l'analyse des facteurs impliqués dans le cancer du Nasopharynx,2007,fr,3
906,Apport du Web sémantique dans la réalisation d'un moteur de recherche géo-localisé à usage des entreprises,2007,fr,3
907,Apprentissage actif d'émotions dans les dialogues Homme-Machine,2007,fr,3
908,Apprentissage semi-supervisé de fonctions d'ordonnancement,2007,fr,2
909,Apprentissage statistique de la topologie d'un ensemble de données étiquetées,2007,fr,3
910,Approche connexionniste pour l'extraction de profils cas-témoins du cancer du Nasopharynx à partir des données issues d'une étude épidémiologique,2007,fr,4
911,Approche logique pour la réconciliation de références,2007,fr,3
912,Calcul et représentation efficace de cubes de données pour une visualisation orientée pixel,2007,fr,2
913,Caractérisation des transitions temporisées dans les logs de conversation de services Web,2007,fr,3
914,Cartographie de l'organisation : une approche topologique des connaissances,2007,fr,5
915,Choix des conclusions et validation des règles issues d'arbres de classification,2007,fr,3
916,Classement des fragments de documents XML par une méthode d'aide à la décision,2007,fr,2
917,Classification de fonctions continues à l'aide d'une distribution et d'une densité définies dans un espace de dimension infinie,2007,fr,2
918,Classification de grands ensembles de données avec un nouvel algorithme de SVM,2007,fr,2
919,Classification supervisée de séquences biologiques basée sur les motifs et les matrices de substitution,2007,fr,3
920,Clustering : from model-based approaches to heuristic algorithms,2007,en,1
921,Combinaison des cartes topologiques mixtes et des machines à vecteurs de support : une application pour la prédiction de perte de poids chez les obèses,2007,fr,5
922,Construction coopérative de carte de thèmes : vers une modélisation de l'activité socio-sémantique,2007,fr,4
923,Construction d'ontologie à partir de corpus de textes,2007,fr,3
924,Construction et analyse de résumés de données évolutives : application aux données d'usage du Web,2007,fr,4
925,Construction incrémentale et visualisation de graphes de voisinage par des fourmis artificielles,2007,fr,4
926,Découverte de chroniques à partir de séquences d'événements pour la supervision de processus dynamiques,2007,fr,3
927,Des fonctions d'oubli intelligentes dans les entrepôts de données,2007,fr,3
928,Détermination du niveau de consommation des abonnés en téléphonie mobile par la théorie des ensembles flous,2007,fr,4
929,Ensemble prédicteur fondé sur les cartes auto-organisatrices adapté aux données volumineuses,2007,fr,2
930,Evaluation d'une approche de classification conceptuelle,2007,fr,2
931,Evaluation supervisée de métrique : application à la préparation de données séquentielles,2007,fr,2
932,Evolution de l'ontologie et gestion des annotations sémantiques inconsistantes,2007,fr,3
933,Extension sémantique du modèle de similarité basé sur la proximité floue des termes,2007,fr,4
934,Extraction d'entités dans des collections évolutives,2007,fr,3
935,Extraction de connaissances d'adaptation par analyse de la base de cas,2007,fr,3
936,Extraction de données sur Internet avec Retroweb,2007,fr,2
937,Extraction de séquences multidimensionnelles convergentes et divergentes,2007,fr,3
938,Extraction des Top-k Motifs par Approximer-et-Pousser,2007,fr,2
939,Filtrage des sites Web à caractère violent par analyse du contenu textuel et structurel,2007,fr,3
940,Finding interesting queries in relational databases,2007,en,1
941,Fusion des approches visuelles et contextuelles pour l'annotation des images médicales,2007,fr,5
942,Génération et enrichissement automatique de listes de patrons de phrases pour les moteurs de questions-réponses,2007,fr,4
943,Intégration des connaissances utilisateurs pour des analyses personnalisées dans les entrepôts de données évolutifs,2007,fr,3
944,Interestingness in Data Mining,2007,en,1
945,L'émergence de connaissances dans les communautés de pratique,2007,fr,3
946,L'outil SDET pour le complètement des données descriptives liées aux bases de données géographiques,2007,fr,2
947,Les itemsets essentiels fermés : une nouvelle représentation concise,2007,fr,5
948,Logiciel d'aide à l'évaluation des catégorisations,2007,fr,3
949,Mesure d'entropie asymétrique et consistante,2007,fr,3
950,"Mesure non symétrique pour l'évaluation de modèles, utilisation pour les jeux de données déséquilibrés",2007,fr,3
951,Méthodes statistiques et modèles thermiques compacts,2007,fr,3
952,Navigation et appariement d'objets géographiques dans une ontologie,2007,fr,5
953,Notion de conversation dans les communications interpersonnelles instantanées sur IP,2007,fr,2
954,OKM : une extension des k-moyennes pour la recherche de classes recouvrantes,2007,fr,1
955,Optimal histogram representation of large data sets: Fisher vs piecewise linear approximation,2007,en,2
956,Partitionnement d'un réseau de sociabilité à fort coefficient de clustering,2007,fr,2
957,Peut-on capturer la sémantique à travers la syntaxe ? - découverte des règles d'exception simultanée,2007,fr,1
958,Préservation de l'Intimité dans les Protocoles de Conversations,2007,fr,4
959,RAS : Un outil pour l'annotation de documents basée sur les liens de citation,2007,fr,2
960,Ré-ordonnancement pour l'apprentissage de transformations de documents HTML,2007,fr,2
961,Réduction de dimension pour l'analyse de données vidéo,2007,fr,2
962,Régression floue et crédibiliste par SVM pour la classification des images sonar,2007,fr,4
963,Segmentation thématique par calcul de distance thématique,2007,fr,2
964,Sémantique et contextes conceptuels pour la recherche d'information,2007,fr,3
965,Sous-bases k-faibles pour des règles d'association valides au sens de la confiance,2007,fr,2
966,SPoID : Extraction de motifs séquentiels pour les bases de données incomplètes,2007,fr,3
967,SyRQuS - Recherche par combinaison de graphes RDF,2007,fr,1
968,Traitement de données de consommation électrique par un Système de Gestion de Flux de Données,2007,fr,4
969,Traitement et exploration du fichier Log du Serveur Web pour l'extraction des connaissances : Web Usage Mining,2007,fr,2
970,Un algorithme multi-agent de classification pour la construction d'ontologies dynamiques,2007,fr,2
971,Un cadre théorique pour la gestion de grandes bases de motifs,2007,fr,3
972,Un outil pour la visualisation de relations entre gènes,2007,fr,2
973,Un segmenteur de texte en phrases guidé par l'utilisateur,2007,fr,1
974,Une approche de classification non supervisée basée sur la détection de singularités et la corrélation de séries temporelles pour la recherche d'états : application à un bioprocédé fed-batch,2007,fr,1
975,Une approche non paramétrique Bayésienne pour l'estimation de densité conditionnelle sur les rangs,2007,fr,2
976,Une approche sociotechnique pour le Knowledge Management (KM),2007,fr,1
977,Une étude des algorithmes de construction d'architecture des réseaux de neurones multicouches,2007,fr,3
978,Une extension de XQuery pour la recherche textuelle d'information dans des documents XML,2007,fr,2
979,Une méthode d'interprétation de scores,2007,fr,2
980,Une méthode optimale d'évaluation bivariée pour la classification supervisée,2007,fr,1
981,Une nouvelle approche de la programmation DC et DCA pour la classification floue,2007,fr,3
982,Une nouvelle méthode d'alignement et de visualisation d'ontologies OWL-Lite,2007,fr,4
983,Une règle d'exception en Analyse Statistique Implicative,2007,fr,3
984,Utilisation de WordNet dans la catégorisation de textes multilingues,2007,fr,2
985,Validation des visualisations par axes principaux de données numériques et textuelles,2007,fr,1
986,Vers un algorithme multi-agents de clustering dynamique,2007,fr,3
987,Vers un système hybride pour l'annotation sémantique d'images IRM du cerveau,2007,fr,3
988,Vers une base de connaissances biographique : extraction d'information et ontologie,2007,fr,2
989,Vers une nouvelle approche d'extraction des motifs séquentiels non-dérivables,2007,fr,2
990,Vers une plate-forme interactive pour la visualisation de grands ensembles de règles d'association,2007,fr,4
991,Visualisation de graphes avec Tulip : exploration interactive de grandes masses de données en appui à la fouille de données et à l'extraction de connaissances,2007,fr,6
992,Visualisation exploratoire des résultats d'algorithmes d'arbre de décision,2007,fr,3
993,WebDocEnrich : enrichissement sémantique flexible de documents semi-structurés,2007,fr,3
994,Accès aux connaissances orales par le résumé automatique,2006,fr,4
995,Affectation pondérée sur des données de type intervalle,2006,fr,2
996,Aide en gestion hospitalière par visualisation des composantes de non-pertinence,2006,fr,1
997,Algorithme semi-interactif pour la sélection de dimensions,2006,fr,2
998,Alignement extensionnel et asymétrique de hiérarchies conceptuelles par découverte d'implications entre concepts,2006,fr,4
999,Amélioration des indicateurs techniques pour l'analyse du marché financier,2006,fr,2
1000,Analyse du Comportement des utilisateurs exploitant une base de données vidéo,2006,fr,1
1001,Annotation sémantique de pages web,2006,fr,4
1002,Apprentissage de la structure des réseaux bayésiens à partir des motifs fréquents corrélés : application à l'identification des facteurs environnementaux du cancer du Nasopharynx,2006,fr,4
1003,Approche entropique pour l'analyse de modèle de chroniques,2006,fr,3
1004,ARABASE : Base de données Web pour l'exploitation en reconnaissance optique de l'écriture Arabe,2006,fr,3
1005,Arbres de décision multi modes et multi cibles.,2006,fr,2
1006,"Archiview, un outil de visualisation topographique des paramètres d'un hôpital",2006,fr,6
1007,Biclustering of Gene Expression Data Based on Local Nearness,2006,en,3
1008,Bordures statistiques pour la fouille incrémentale de données dans les Data Streams,2006,fr,2
1009,Carte auto-organisatrice probabiliste sur données binaires,2006,fr,2
1010,Champs de Markov conditionnels pour le traitement de séquences,2006,fr,2
1011,Choix du taux d'élagage pour l'extraction de la terminologie. Une approche fondée sur les courbes ROC,2006,fr,2
1012,Classification d'un tableau de contingence et modèle probabiliste,2006,fr,2
1013,Classification de documents XML à partir d'une représentation linéaire des arbres de ces documents,2006,fr,4
1014,Classification des comptes-rendus mammographiques à partir d'une ontologie radiologique en OWL,2006,fr,4
1015,Classification non-supervisée de données relationnelles,2006,fr,3
1016,Classifications hiérarchiques factorielles de variables,2006,fr,2
1017,Clustering dynamique d'un flot de données : un algorithme incrémental et optimal de détection des maxima de densité,2006,fr,1
1018,Combinaison de l'approche inductive (progressive) et linguistique pour l'étiquetage morphosyntaxique des corpus de spécialité,2006,fr,2
1019,Comment formaliser les connaissances tacites d'une organisation ? Le cas de la conduite du changement à la SNCF,2006,fr,2
1020,Comparaison de deux modes de représentation de données faiblement structurées en sciences du vivant,2006,fr,5
1021,Comparaison de dissimilarités pour l'analyse de l'usage d'un site web,2006,fr,4
1022,Comparaison des mammographies par des méthodes d'apprentissage,2006,fr,2
1023,Comparaison des mesures d'intérêt de règles d'association : une approche basée sur des graphes de corrélation,2006,fr,3
1024,Confrontation de Points de Vue dans le système Porphyry,2006,fr,3
1025,"Credit scoring, statistique et apprentissage",2006,fr,1
1026,Critère VT100 de sélection des règles d'association,2006,fr,2
1027,De l'analyse didactique à la modélisation informatique pour la conception d'un EIAH en chirurgie orthopédique,2006,fr,3
1028,Définition et diffusion de signatures sémantiques dans les systèmes pair-à-pair,2006,fr,3
1029,Des motifs séquentiels généralisés aux contraintes de temps étendues,2006,fr,3
1030,EDA : algorithme de désuffixation du langage médical,2006,fr,3
1031,Enrichissement d'ontologies dans le secteur de l'eau douce en environnement Internet distribué et multilingue,2006,fr,2
1032,ESIEA Datalab Logiciel de Nettoyage et Préparation de Données,2006,fr,1
1033,Exploration des paramètres discriminants pour les représentations vectorielles de la sémantique des mots,2006,fr,2
1034,Exploration interactive de bases de connaissances : un retour d'expérience,2006,fr,2
1035,Extension de l'algorithme CURE aux fouilles de données volumineuses,2006,fr,2
1036,Extraction automatique de champs numériques dans des documents manuscrits,2006,fr,3
1037,Extraction d'objets vidéo : Une approche combinant les contours actifs et le flot optique,2006,fr,3
1038,Extraction de motifs séquentiels dans les flots de données d'usage du Web,2006,fr,2
1039,Extraction de relations dans les documents Web,2006,fr,4
1040,Extraction et identification d'entités complexes à partir de textes biomédicaux,2006,fr,3
1041,Extraction multilingue de termes à partir de leur structure morphologique,2006,fr,1
1042,FaBR-CL : méthode de classification croisée de protéines,2006,fr,2
1043,Faire vivre un référentiel métier dans l'industrie : le système de gestion de connaissances ICARE,2006,fr,4
1044,Fast-MGB : Nouvelle Base Générique Minimale de Règles Associatives,2006,fr,3
