id,title,year,language,Nb_authors,title_clean,cluster,theme
636,Construction de noyaux pour l'apprentissage supervisé à partir d'arbres aléatoires,2010,fr,3,construction noyau apprentissage superviser partir arbre aléatoire,4,Apprentissage automatique et réseaux de connaissances
638,DaFOE: une plateforme pour construire des ontologies à partir de textes et de thésaurus,2010,fr,10,dafoe plateforme construire ontologie partir texte thésaurus,0,Ontologies et traitement sémantique du texte
639,Découverte d'itemsets fréquents fermés sur architectures multicoeurs,2010,fr,4,découverte itemset fréquent fermer architecture multicoeur,4,Apprentissage automatique et réseaux de connaissances
640,Découverte des dépendances fonctionnelles conditionnelles fréquentes,2010,fr,2,découverte dépendance fonctionnel conditionnel fréquent,4,Apprentissage automatique et réseaux de connaissances
643,Détection des mouvements anormaux dans des vidéos,2010,fr,4,détection mouvement anormal vidéo,4,Apprentissage automatique et réseaux de connaissances
644,Développement de méthodes de classification basées sur l'Analyse de Concepts Formels sous la plateforme WEKA,2010,fr,4,développement méthode classification baser analyse concepts formel sou plateforme weka,4,Apprentissage automatique et réseaux de connaissances
645,Differentes variantes GMM-SMOs pour l'identification du locuteur,2010,fr,3,variante gmm smo identification locuteur,4,Apprentissage automatique et réseaux de connaissances
646,Etude comparative des langages de requêtes sémantiques pour l'extraction des liens complexes dans une base de connaissances,2010,fr,2,etude comparatif langage requête sémantique extraction lien complexe base connaissance,9,Extraction d’information et analyse documentaire web
647,Etude de stabilité de méthodes de sélection de motifs à partir des séquences protéiques,2010,fr,4,etude stabilité méthode sélection motif partir séquence protéique,5,Analyse de séries temporelles et données spatio-temporelles
648,Expansion de requêtes SQL par une ontologie de domaine,2010,fr,2,expansion requête sql ontologie domaine,0,Ontologies et traitement sémantique du texte
649,Explication de décisions de réconciliation : approche fondée sur les réseaux de Petri colorés,2010,fr,3,explication décision réconciliation approche fonder réseau petri colorer,4,Apprentissage automatique et réseaux de connaissances
650,Exploration de dépendances fonctionnelles et de règles d'association avec OLAP,2010,fr,2,exploration dépendance fonctionnelle règle association olap,6,Règles d’association et génération de connaissances
651,Extraction d'itemsets distinctifs dans les flux de données,2010,fr,2,extraction itemset distinctif flux donnée,3,Data mining et gestion de flux de données
652,Extraction de la région d'intérêt d'une personne sur un obstacle,2010,fr,4,extraction région intérêt obstacle,9,Extraction d’information et analyse documentaire web
654,Extraction de règles d'association séquentielle à l'aide de modèles semi-paramétriques à risques proportionnels,2010,fr,4,extraction règle association séquentiel aide modèle risque proportionnel,6,Règles d’association et génération de connaissances
655,Extraction des séquences fermées fréquentes à partir de corpus parallèles : Application à la traduction automatique,2010,fr,4,extraction séquence fermée fréquent partir corpus parallèle application traduction automatique,9,Extraction d’information et analyse documentaire web
656,Fouille visuelle de données en 3D et réalité virtuelle : état de l'art,2010,fr,3,fouille visuel donnée réalité virtuel état art,3,Data mining et gestion de flux de données
657,Gestion sémantique des droits d'accès au contenu: l'ontologie AMO,2010,fr,3,gestion sémantique droit accès contenu ontologie amo,0,Ontologies et traitement sémantique du texte
659,IncFDs: un nouvel algorithme d'inférence incrémentale des dépendances fonctionnelles,2010,fr,1,incfd algorithme inférence incrémental dépendance fonctionnelle,4,Apprentissage automatique et réseaux de connaissances
660,Indexation et recherche d'images à très grande échelle avec une AFC incrémentale et parallèle sur GPU,2010,fr,4,indexation recherche image grand échelle afc incrémental parallèle gpu,8,Recherche d’information et traitement d’images
661,Indice de complexité pour le tri et la comparaison de séquences catégorielles,2010,fr,4,indice complexité tri comparaison séquence catégorielle,5,Analyse de séries temporelles et données spatio-temporelles
662,Inférence Bayesienne du Maximum d'Entropie pour le Diagnostic du Cancer,2010,fr,2,inférence bayesienne maximum entropie diagnostic cancer,4,Apprentissage automatique et réseaux de connaissances
663,Intégration de Connaissances a Priori dans le Principe du Maximum d'Entropie,2010,fr,2,intégration connaissance priori principe maximum entropie,7,Visualisation et exploration interactive de données
664,Intégration interactive de contraintes pour la réduction de dimensions et la visualisation,2010,fr,4,intégration interactif contrainte réduction dimension visualisation,7,Visualisation et exploration interactive de données
665,Interrogation des résumés de flux de données,2010,fr,3,interrogation résumé flux donnée,3,Data mining et gestion de flux de données
666,K-WORDS LAB : un outil d'analyse des mots clés permettant d'explorer les dynamiques d'un domaine scientifique.,2010,fr,2,k words lab outil analyse mot clé permettre explorer dynamique domaine scientifique,4,Apprentissage automatique et réseaux de connaissances
667,KGRAM: une machine abstraite de graphes de connaissance,2010,fr,2,kgram machine abstraite graphe connaissance,4,Apprentissage automatique et réseaux de connaissances
668,Le conflit dans la théorie des fonctions de croyance,2010,fr,1,conflit théorie fonction croyance,4,Apprentissage automatique et réseaux de connaissances
669,Modèle de Langue à base de Concepts pour la Recherche d'Information,2010,fr,2,modèle langue base concepts recherche information,8,Recherche d’information et traitement d’images
670,Modélisation et interrogation de données XML multidimensionnelles,2010,fr,3,modélisation interrogation donnée xml multidimensionnel,2,Aide à la décision et analyse multidimensionnelle
673,OSOM : un algorithme de construction de cartes topologiques recouvrantes,2010,fr,1,osom algorithme construction carte topologique recouvrante,4,Apprentissage automatique et réseaux de connaissances
675,PCAR : Nouvelle Approche de Génération de Règles d'Association Cycliques,2010,fr,2,pcar approche génération règle association cyclique,6,Règles d’association et génération de connaissances
676,PGP-mc : extraction parallèle efficace de motifs graduels,2010,fr,4,pgp mc extraction parallèle efficace motif graduel,1,Analyse de motifs et séquences dans les données
677,Prédiction de séries temporelles et applications à l'analyse de séquences vidéo,2010,fr,4,prédiction série temporel application analyse séquence vidéo,5,Analyse de séries temporelles et données spatio-temporelles
678,PretopoLib: la librairie JAVA de la Prétopologie,2010,fr,2,pretopolib librairie java prétopologie,4,Apprentissage automatique et réseaux de connaissances
679,Proposition d'opérateurs OLAP pour un modèle multidimensionnel à base d'objets complexes,2010,fr,2,proposition opérateur olap modèle multidimensionnel base objet complexe,2,Aide à la décision et analyse multidimensionnelle
680,Proposition d'une méthode de classification associative adaptative,2010,fr,2,proposition méthode classification associatif adaptatif,4,Apprentissage automatique et réseaux de connaissances
683,Recherche sémantique sur le Web basée sur l'ontologie Modulaire et le raisonnement à base de cas,2010,fr,4,recherche sémantique web baser ontologie modulaire raisonnement base cas,0,Ontologies et traitement sémantique du texte
684,Reconnaissance de concepts basée sur l'apprentissage,2010,fr,2,reconnaissance concept baser apprentissage,4,Apprentissage automatique et réseaux de connaissances
685,Réduction bi-directionnelle d'images - Vers une méthode d'extraction de caractéristiques multi-niveaux,2010,fr,1,réduction image méthode extraction caractéristique,8,Recherche d’information et traitement d’images
686,REGLO : une nouvelle stratégie pour résumer un flux de séries temporelles,2010,fr,3,reglo stratégie résumer flux série temporel,5,Analyse de séries temporelles et données spatio-temporelles
687,Regrouper les données textuelles et nommer les groupes à l'aide de classes recouvrantes,2010,fr,3,regrouper donnée textuel nommer groupe aide classe recouvrante,2,Aide à la décision et analyse multidimensionnelle
688,Requêtes skyline avec prise en compte des préférences utilisateurs pour des données volumineuses,2010,fr,4,requêtes skylin prise compte préférence utilisateur donnée volumineuser,3,Data mining et gestion de flux de données
689,Résumé généraliste de flux de données,2010,fr,2,résumé généraliste flux donnée,3,Data mining et gestion de flux de données
691,SALINES : un automate au service de l'extraction de motifs séquentiels multidimensionnels,2010,fr,5,saline automate service extraction motif séquentiel multidimensionnel,1,Analyse de motifs et séquences dans les données
692,Sélection par entropie de descripteurs textuels pour la catégorisation de documents,2010,fr,2,sélection entropie descripteur textuel catégorisation document,9,Extraction d’information et analyse documentaire web
694,SequencesViewer : comment rendre accessible des motifs séquentiels de gènes trop nombreux,2010,fr,5,sequencesviewer accessible motif séquentiel gène trop,1,Analyse de motifs et séquences dans les données
695,SIAM: Système d'Indexation des Articles Médicaux,2010,fr,3,siam système indexation article médicaux,4,Apprentissage automatique et réseaux de connaissances
696,Simplification de données de vol pour un stockage optimal et une visualisation accélérée,2010,fr,4,simplification donnée vol stockage optimal visualisation accélérer,7,Visualisation et exploration interactive de données
698,SoTree : Auto-organisation topologique et hiérarchique des données,2010,fr,2,sotree topologique hiérarchique donnée,3,Data mining et gestion de flux de données
699,Sous-échantillonnage topographique par apprentissage semi-supervisé,2010,fr,2,topographique apprentissage,4,Apprentissage automatique et réseaux de connaissances
700,Suivi d'Automobiles par Classification Hiérarchique Ascendante,2010,fr,3,automobiles classification hiérarchique ascendante,4,Apprentissage automatique et réseaux de connaissances
701,Système d'extraction des connaissances à partir des données temporelles basé sur les Réseaux Bayésiens Dynamiques,2010,fr,3,système extraction connaissance partir donnée temporel baser réseau bayésiens dynamique,5,Analyse de séries temporelles et données spatio-temporelles
703,Un modèle d'extraction de masses de croyance à partir de probabilités a posteriori pour une amélioration des performances en classification supervisée,2010,fr,3,modèle extraction masse croyance partir probabilité posteriori amélioration performance classification superviser,9,Extraction d’information et analyse documentaire web
704,Un système d'aide à l'extraction de relations sémantiques pour la construction d'ontologies à partir de textes,2010,fr,3,système aide extraction relation sémantique construction ontologie partir texte,0,Ontologies et traitement sémantique du texte
705,Une approche fondée sur la corrélation entre prédicats pour le traitement des réponses pléthoriques,2010,fr,4,approche fonder corrélation entrer prédicat traitement réponse pléthorique,4,Apprentissage automatique et réseaux de connaissances
706,Une approche probabiliste pour l'identification de structures de communautés,2010,fr,3,approche probabiliste identification structure communauté,4,Apprentissage automatique et réseaux de connaissances
707,Une méthode d'aide au management de connaissances pour améliorer le processus de suivi et d'évaluation de la prise en charge précoce des enfants IMC : application de l'ASHMS,2010,fr,4,méthode aide management connaissance améliorer processus suivi évaluation prise charge précoce enfant imc application ashms,2,Aide à la décision et analyse multidimensionnelle
708,Une nouvelle approche de découverte des correspondances complexes entre ontologies,2010,fr,2,approche découverte correspondance complexe entrer ontologie,0,Ontologies et traitement sémantique du texte
709,Une nouvelle stratégie d'Apprentissage Bayésienne,2010,fr,3,stratégie apprentissage bayésienne,4,Apprentissage automatique et réseaux de connaissances
710,Une Ontologie pour l'Acquisition et l'Exploitation des Connaissances en Conception Inventive,2010,fr,3,ontologie acquisition exploitation connaissance conception inventive,0,Ontologies et traitement sémantique du texte
711,Une structure basée sur les hiérarchies pour synthétiser les itemsets fréquents extraits dans des fenêtres temporelles,2010,fr,3,structure baser hiérarchie synthétiser itemset fréquent extraire fenêtre temporel,5,Analyse de séries temporelles et données spatio-temporelles
712,Utilisation de graphes sémantiques pour l'extraction et la traduction des idées essentielles d'un texte,2010,fr,3,utilisation graphe sémantique extraction traduction idée essentiel texte,9,Extraction d’information et analyse documentaire web
713,Vers une extraction et une visualisation des co-localisations adaptées aux experts,2010,fr,3,extraction visualisation adapter expert,7,Visualisation et exploration interactive de données
715,Visualisation de mesures agrégées pour l'estimation de la qualité des articlesWikipedia,2010,fr,3,visualisation mesure agréger estimation qualité articleswikipedia,7,Visualisation et exploration interactive de données
716,WCUM pour l'analyse d'un site web,2010,fr,4,wcum analyse site web,9,Extraction d’information et analyse documentaire web
718,Accompagner au début du 21ème siècle les organisations dans la mise en place d'une gestion des connaissances : retour d'expérience,2009,fr,3,accompagner début siècle organisation mise place gestion connaissance expérience,4,Apprentissage automatique et réseaux de connaissances
719,Acquisition de la théorie ontologique d'un système d'extraction d'information,2009,fr,1,acquisition théorie ontologique système extraction information,9,Extraction d’information et analyse documentaire web
720,"Acquisition, annotation et exploration interactive d'images stéréoscopiques en réalité virtuelle : application en dermatologie",2009,fr,4,acquisition annotation exploration interactif image stéréoscopique réalité virtuel application dermatologie,7,Visualisation et exploration interactive de données
723,Analyse de dissimilarités par arbre d'induction,2009,fr,4,analyse dissimilarité arbre induction,4,Apprentissage automatique et réseaux de connaissances
724,Analyse de données pour la construction de modèles de procédures neurochirurgicales,2009,fr,5,analyse donnée construction modèle procédure neurochirurgical,3,Data mining et gestion de flux de données
725,Analyse et application de modèles de régression pour optimiser le retour sur investissement d'opérations commerciales,2009,fr,5,analyse application modèle régression optimiser investissement opération commercial,4,Apprentissage automatique et réseaux de connaissances
726,Analyse et application de modèles de régression pour optimiser le retour sur investissement d'opérations commerciales,2009,fr,5,analyse application modèle régression optimiser investissement opération commercial,4,Apprentissage automatique et réseaux de connaissances
728,Analyse sémantique spatio-temporelle pour les ontologies OWL-DL,2009,fr,3,analyse sémantique spatio temporelle ontologie owl dl,0,Ontologies et traitement sémantique du texte
731,Caractérisation automatique des classes découvertes en classification non supervisée,2009,fr,3,caractérisation automatique classe découvrir classification non superviser,4,Apprentissage automatique et réseaux de connaissances
732,Ciblage des règles d'association intéressantes guidé par les connaissances du décideur,2009,fr,2,ciblage règle association intéressant guider connaissance décideur,6,Règles d’association et génération de connaissances
733,CISNA un système hybride LD+Règles pour gérer des connaissances,2009,fr,4,cisner système hybride gérer connaissance,4,Apprentissage automatique et réseaux de connaissances
734,Classification des Images de Télédétection avec ENVI FX,2009,fr,3,classification image télédétection envi fx,8,Recherche d’information et traitement d’images
736,Comment valider automatiquement des relations syntaxiques induites,2009,fr,3,valider automatiquement relation syntaxique induire,4,Apprentissage automatique et réseaux de connaissances
737,Comparaison de distances et noyaux classiques par degré d'équivalence des ordres induits,2009,fr,3,comparaison distance noyau classique degré équivalence ordre induire,4,Apprentissage automatique et réseaux de connaissances
739,Construction de descripteurs pour classer à partir d'exemples bruités,2009,fr,3,construction descripteur classer partir exemple bruité,4,Apprentissage automatique et réseaux de connaissances
740,Contrôle des observations pour la gestion des systèmes de flux de données.,2009,fr,2,contrôle observation gestion système flux donnée,3,Data mining et gestion de flux de données
741,Correspondances de Galois pour la manipulation de contextes flous multi-valués,2009,fr,3,correspondance galois manipulation contexte flou,4,Apprentissage automatique et réseaux de connaissances
742,DBFrequentQueries : Extraction de requêtes fréquentes,2009,fr,7,dbfrequentquerie extraction requête fréquente,9,Extraction d’information et analyse documentaire web
743,De l'utilisation de l'Analyse de Données Symboliques dans les Systèmes multi-agents,2009,fr,4,utilisation analyse donnée symbolique système,3,Data mining et gestion de flux de données
744,Définition d'une stratégie de résolution de problèmes pour un robot humanoïde,2009,fr,2,définition stratégie résolution problème robot humanoïde,4,Apprentissage automatique et réseaux de connaissances
745,DEMON : Découverte de motifs séquentiels pour les puces adn,2009,fr,3,demon découverte motif séquentiel puce adn,1,Analyse de motifs et séquences dans les données
746,DEMON-Visualisation : un outil pour la visualisation des motifs séquentiels extraits à partir de données biologiques,2009,fr,4,demon visualisation outil visualisation motif séquentiel extraire partir donnée biologique,7,Visualisation et exploration interactive de données
747,DesEsper: un logiciel de pré-traitement de flux appliqué à la surveillance des centrales hydrauliques,2009,fr,4,desesper logiciel flux appliquer surveillance centrale hydraulique,4,Apprentissage automatique et réseaux de connaissances
748,Détection d'intrusions dans un environnement collaboratif sécurisé,2009,fr,4,détection intrusion environnement collaboratif sécuriser,4,Apprentissage automatique et réseaux de connaissances
749,Détection d'objets atypiques dans un flot de données : une approche multi-résolution,2009,fr,2,détection objet atypique flot donnée approche,3,Data mining et gestion de flux de données
750,Détection de séquences atypiques basée sur un modèle de Markov d'ordre variable,2009,fr,3,détection séquence atypique baser modèle markov ordre variable,5,Analyse de séries temporelles et données spatio-temporelles
751,Détermination du nombre des classes dans l'algorithme CROKI2 de classification croisée,2009,fr,4,détermination nombre classe algorithme classification croisé,4,Apprentissage automatique et réseaux de connaissances
752,Diagnostic multi-sources adaptatif Application à la détection d'intrusion dans des serveursWeb,2009,fr,4,diagnostic adaptatif application détection intrusion serveursweb,4,Apprentissage automatique et réseaux de connaissances
753,Empreintes conceptuelles et spatiales pour la caractérisation des réseaux sociaux,2009,fr,3,empreinte conceptuel spatial caractérisation réseau social,4,Apprentissage automatique et réseaux de connaissances
754,Exploration de données de traçabilité issues de la RFID par apprentissage non-supervisé,2009,fr,3,exploration donnée traçabilité issu rfid apprentissage,3,Data mining et gestion de flux de données
755,Exploration des corrélations dans un classifieur Application au placement d'offres commerciales,2009,fr,2,exploration corrélation classifieur application placement offre commercial,4,Apprentissage automatique et réseaux de connaissances
756,Explorer3D : classification et visualisation de données,2009,fr,2,classification visualisation donnée,7,Visualisation et exploration interactive de données
757,Extraction de motifs fermés dans des relations n-aires bruitées,2009,fr,3,extraction motif fermer relation n aire bruiter,1,Analyse de motifs et séquences dans les données
758,Extraction de Règles de Corrélation Décisionnelles,2009,fr,2,extraction règle corrélation décisionnelles,6,Règles d’association et génération de connaissances
759,Extraction efficace de règles graduelles,2009,fr,3,extraction efficace règle graduel,6,Règles d’association et génération de connaissances
760,"FCP-Growth, une adaptation de FP-Growth pour générer des règles d'association de classe",2009,fr,2,fcp growth adaptation fp growth générer règle association classe,6,Règles d’association et génération de connaissances
761,Fouille de données dans les bases relationnelles pour l'acquisition d'ontologies riches en hiérarchies de classes,2009,fr,1,fouille donnée base relationnel acquisition ontologie riche hiérarchie classe,0,Ontologies et traitement sémantique du texte
762,Fusion Symbolique pour la Recommandation de Programmes Télévisées,2009,fr,2,fusion symbolique recommandation programmes télévisées,4,Apprentissage automatique et réseaux de connaissances
763,Générer des règles de classification par Dopage de Concepts Formels,2009,fr,2,générer règle classification dopage concepts formels,6,Règles d’association et génération de connaissances
764,Graphes des liens et anti liens statistiquement valides entre les mots d'un corpus textuel : test de randomisation TourneBool sur le corpus Reuters,2009,fr,2,graphes lien anti lien statistiquement valider entrer mot corpus textuel test randomisation tournebool corpus reuters,4,Apprentissage automatique et réseaux de connaissances
766,L'Analyse Formelle de Concepts pour l'Extraction de Connaissances dans les Données d'Expression de Gènes,2009,fr,3,analyse formelle concepts extraction connaissance donnée expression gènes,9,Extraction d’information et analyse documentaire web
767,La carte GHSOM comme alternative à la SOM pour l'analyse exploratoire de données,2009,fr,3,carte ghsom alternative som analyse exploratoire donnée,3,Data mining et gestion de flux de données
768,La « créativité calculatoire » et les heuristiques créatives en synthèse de prédicats multiples,2009,fr,2,créativité calculatoir heuristique créatif synthèse prédicat multiple,4,Apprentissage automatique et réseaux de connaissances
769,Le logiciel SYR pour l'Analyse de Données Symboliques,2009,fr,3,logiciel syr analyse donnée symboliques,3,Data mining et gestion de flux de données
771,Management des connaissances dans le domaine du patrimoine culturel,2009,fr,3,management connaissance domaine patrimoine culturel,4,Apprentissage automatique et réseaux de connaissances
772,Méthode de regroupement par graphe de voisinage,2009,fr,1,méthode regroupement graphe voisinage,4,Apprentissage automatique et réseaux de connaissances
773,Modèle de préférences contextuelles pour les analyses OLAP,2009,fr,4,modèle préférence contextuel analyse olap,4,Apprentissage automatique et réseaux de connaissances
774,Modélisation des connaissances dans le cadre de bibliothèques numériques spécialisées,2009,fr,2,modélisation connaissance cadre bibliothèque numérique spécialiser,4,Apprentissage automatique et réseaux de connaissances
777,Partitionnement d'ontologies pour le passage à l'échelle des techniques d'alignement,2009,fr,4,partitionnement ontologie passage échelle technique alignement,0,Ontologies et traitement sémantique du texte
780,RDBToOnto : un logiciel dédié à l'apprentissage d'ontologies à partir de bases de données relationnelles,2009,fr,1,rdbtoonto logiciel dédier apprentissage ontologie partir base donnée relationnel,0,Ontologies et traitement sémantique du texte
781,Regroupement des Définitions de Sigles Biomédicaux,2009,fr,5,regroupement définition sigle biomédicaux,4,Apprentissage automatique et réseaux de connaissances
782,Résumé hybride de flux de données par échantillonnage et classification automatique,2009,fr,3,résumé hybride flux donnée échantillonnage classification automatique,3,Data mining et gestion de flux de données
783,SoftJaccard : une mesure de similarité entre ensembles de chaînes de caractères pour l'unification d'entités nommées,2009,fr,3,softjaccard mesure similarité entrer ensemble chaîne caractère unification entité nommer,4,Apprentissage automatique et réseaux de connaissances
784,"SPAMS, une nouvelle approche incrémentale pour l'extraction de motifs séquentiels fréquents dans les Data streams",2009,fr,4,spams approche incrémental extraction motif séquentiel fréquent data stream,1,Analyse de motifs et séquences dans les données
785,SVM incrémental et parallèle sur GPU,2009,fr,3,svm incrémental parallèle gpu,4,Apprentissage automatique et réseaux de connaissances
786,"TAAABLE : système de recherche et de création, par adaptation, de recettes de cuisine",2009,fr,4,taaabl système recherche création adaptation recette cuisine,8,Recherche d’information et traitement d’images
787,TraMineR: une librairie R pour l'analyse de données séquentielles,2009,fr,4,traminer librairie r analyse donnée séquentiel,3,Data mining et gestion de flux de données
788,Un algorithme stable de décomposition pour l'analyse des réseaux sociaux dynamiques,2009,fr,3,algorithme stable décomposition analyse réseau social dynamique,4,Apprentissage automatique et réseaux de connaissances
789,Un critère d'évaluation Bayésienne pour la construction d'arbres de décision,2009,fr,3,critère évaluation bayésienne construction arbre décision,4,Apprentissage automatique et réseaux de connaissances
790,Un nouvel algorithme de forêts aléatoires d'arbres obliques particulièrement adapté à la classification de données en grandes dimensions,2009,fr,4,algorithme forêt aléatoire arbre oblique particulièrement adapter classification donnée grand dimension,3,Data mining et gestion de flux de données
791,Un prototype cross-lingue multi-métiers : vers la Gestion Sémantique de Contenu d'Entreprise au service du Collaboratif Opérationnel,2009,fr,2,prototype gestion sémantique contenu entreprise service collaboratif opérationnel,4,Apprentissage automatique et réseaux de connaissances
792,Un système pour l'extraction de corrélations linéaires dans des données de génomique médicale,2009,fr,2,système extraction corrélation linéaire donnée génomique médical,9,Extraction d’information et analyse documentaire web
793,Une méthode de classification supervisée sans paramètre pour l'apprentissage sur les grandes bases de données,2009,fr,1,méthode classification superviser paramétrer apprentissage grand base donnée,3,Data mining et gestion de flux de données
794,Une nouvelle approche pour la classification non supervisée en segmentation d'image,2009,fr,1,approche classification non superviser segmentation image,8,Recherche d’information et traitement d’images
795,Utilisation de l'analyse factorielle des correspondances pour la recherche d'images à grande échelle,2009,fr,4,utilisation analyse factoriel correspondance recherche image grand échelle,8,Recherche d’information et traitement d’images
796,Vers la simulation et la détection des changements des données évolutives d'usage du Web,2009,fr,3,simulation détection changement donnée évolutif usage web,3,Data mining et gestion de flux de données
797,Vers le traitement à grande échelle de données symboliques,2009,fr,3,traitement grand échelle donnée symbolique,3,Data mining et gestion de flux de données
798,Vers une utilisation améliorée de relations spatiales pour l'apprentissage de données dans les modèles graphiques,2009,fr,2,utilisation améliorer relation spatial apprentissage donnée modèle graphique,3,Data mining et gestion de flux de données
801,Analyse exploratoire d'opinions cinématographiques : co-clustering de corpus textuels communautaires,2008,fr,3,analyse exploratoire opinion cinématographique corpus textuel communautaire,4,Apprentissage automatique et réseaux de connaissances
802,Apport des traitements morpho-syntaxiques pour l'alignement des définitions par une classification SVM,2008,fr,3,apport traitement morpho syntaxique alignement définition classification svm,4,Apprentissage automatique et réseaux de connaissances
803,Approche d'annotation automatique des événements,2008,fr,2,approche annotation automatique événement,4,Apprentissage automatique et réseaux de connaissances
804,Approche hybride de classification à base de treillis de Galois: application à la reconnaissance de visages,2008,fr,3,approche hybride classification base treillis galois application reconnaissance visage,4,Apprentissage automatique et réseaux de connaissances
805,Approches de type n-grammes pour l'analyse de parcours de vie familiaux,2008,fr,4,approches type n gramme analyse parcours vie familial,4,Apprentissage automatique et réseaux de connaissances
806,Assignation automatique de solutions à des classes de plaintes liées aux ambiances intérieures polluées,2008,fr,4,assignation automatique solution classe plainte lier ambiance intérieur polluer,4,Apprentissage automatique et réseaux de connaissances
807,Binary Block GTM : Carte auto-organisatrice probabiliste pour les grands tableaux binaires,2008,fr,3,binary block gtm carte probabiliste grand tableau binaire,4,Apprentissage automatique et réseaux de connaissances
808,Cas d'utilisation réelle de Nautilus : calculs d'indicateurs chez un opérateur télécom,2008,fr,2,cas utilisation réel nautilus calcul indicateur opérateur télécom,4,Apprentissage automatique et réseaux de connaissances
809,Classification adaptative de séries temporelles : application à l'identification des gènes exprimés au cours du cycle cellulaire,2008,fr,3,classification adaptatif série temporel application identification gène exprimer cours cycle cellulaire,5,Analyse de séries temporelles et données spatio-temporelles
810,Classification de documents en réseaux petits mondes en vue d'apprentissage,2008,fr,4,classification document réseau petit monde vue apprentissage,9,Extraction d’information et analyse documentaire web
811,Clustering en haute dimension par accumulation de clusterings locaux,2008,fr,3,clustering haute dimension accumulation clusterings local,4,Apprentissage automatique et réseaux de connaissances
812,Clustering Visuel Semi-Supervisé pour des systèmes en coordonnées en étoiles 3D,2008,fr,2,clustering visuel système coordonner étoile,4,Apprentissage automatique et réseaux de connaissances
813,Co-classification sous contraintes par la somme des résidus quadratiques,2008,fr,2,sou contraindre somme résidu quadratique,4,Apprentissage automatique et réseaux de connaissances
814,Conception de systèmes d'information spatio-temporelle adaptatifs avec ASTIS,2008,fr,3,conception système information spatio temporel adaptatif asti,5,Analyse de séries temporelles et données spatio-temporelles
816,Découverte de motifs séquentiels et de règles inattendus,2008,fr,3,découverte motif séquentiel règle inattendu,1,Analyse de motifs et séquences dans les données
817,Délestage pour l'analyse multidimensionnelle de flux de données,2008,fr,2,délestage analyse multidimensionnel flux donnée,2,Aide à la décision et analyse multidimensionnelle
818,Détection de groupes atypiques pour une variable cible quantitative,2008,fr,3,détection groupe atypique variable cibl quantitatif,4,Apprentissage automatique et réseaux de connaissances
820,Echantillonnage adaptatif de jeux de données déséquilibrés pour les forêts aléatoires,2008,fr,3,echantillonnage adaptatif jeu donnée déséquilibrer forêt aléatoire,3,Data mining et gestion de flux de données
821,Echantillonnage pour l'extraction de motifs séquentiels : des bases de données statiques aux flots de données,2008,fr,2,echantillonnage extraction motif séquentiel base donnée statique flot donnée,1,Analyse de motifs et séquences dans les données
822,Echantillonnage spatio-temporel de flux de données distribués,2008,fr,5,echantillonnage spatio temporel flux donnée distribuer,5,Analyse de séries temporelles et données spatio-temporelles
824,Étude comparative de deux approches de classification recouvrante : MOC vs. OKM,2008,fr,2,étude comparatif approche classification recouvrant moc v okm,4,Apprentissage automatique et réseaux de connaissances
825,Étude de l'interaction entre variables pour l'extraction des règles d'influence,2008,fr,2,étude interaction entrer variable extraction règle influence,6,Règles d’association et génération de connaissances
826,Évaluation des critères asymétriques pour les arbres de décision,2008,fr,3,évaluation critère asymétrique arbre décision,4,Apprentissage automatique et réseaux de connaissances
827,ExpLSA : utilisation d'informations syntaxico-sémantiques associées à LSA pour améliorer les méthodes de classification conceptuelle,2008,fr,3,explsa utilisation information syntaxico sémantique associer lsa améliorer méthode classification conceptuel,4,Apprentissage automatique et réseaux de connaissances
829,Extraction d'un modèle numérique de terrain à partir de photographies par drone,2008,fr,5,extraction modèle numérique terrain partir photographie drone,9,Extraction d’information et analyse documentaire web
830,Extraction de Motifs Séquentiels Multidimensionnels Clos sans Gestion d'Ensemble de Candidats,2008,fr,3,extraction motif séquentiels multidimensionnels clos gestion ensemble candidats,1,Analyse de motifs et séquences dans les données
831,Extraction et exploitation des annotations contextuelles,2008,fr,2,extraction exploitation annotation contextuel,9,Extraction d’information et analyse documentaire web
832,Extraction et validation par croisement des relations d'une ontologie de domaine,2008,fr,1,extraction validation croisement relation ontologie domaine,0,Ontologies et traitement sémantique du texte
833,FIASCO : un nouvel algorithme d'extraction d'itemsets fréquents dans les flots de données,2008,fr,4,fiasco algorithme extraction itemset fréquent flot donnée,9,Extraction d’information et analyse documentaire web
834,Fouille de données audio pour la classification automatique de mots homophones,2008,fr,3,fouille donnée audio classification automatique mot homophone,3,Data mining et gestion de flux de données
836,Génération de séquence résumé par une nouvelle approche basée sur le Soft Computing,2008,fr,3,génération séquence résumer approche baser soft computing,5,Analyse de séries temporelles et données spatio-temporelles
837,Gradients de prototypicalité conceptuelle et lexicale,2008,fr,4,gradient prototypicalité conceptuel lexical,4,Apprentissage automatique et réseaux de connaissances
838,HyperSmooth : calcul et visualisation de cartes de potentiel interactives,2008,fr,7,hypersmooth calcul visualisation carte potentiel interactiver,7,Visualisation et exploration interactive de données
839,Industrialiser le data mining : enjeux et perspectives,2008,fr,1,industrialiser data mining enjeu perspective,4,Apprentissage automatique et réseaux de connaissances
840,Intégration de contraintes dans les cartes auto-organisatrices,2008,fr,5,intégration contrainte carte,7,Visualisation et exploration interactive de données
