id,title,year,language,Nb_authors,Nb_male,Nb_female,theme,keywords,title_clean
602,Visualisation de l'intra et inter structure des groupes en classification non supervisée,2011,fr,2,2,2,Classification & Clustering,pas encore,visualisation intra inter structure groupe classification non superviser
603,AbsTop-K &#945;: un algorithme d'extraction de paires abstraites hautement corrélées pour mieux recommander dans la ”longue traine,2010,fr,3,3,3,Ingénierie des Données,pas encore,abstop k algorithme extraction paire abstrait hautement corréler mieux recommander long train
605,Affichage de publicités sur des portails web,2010,fr,3,3,3,Web Mining,pas encore,affichage publicité portail web
606,"Agrégation de systèmes de fermetures: cas des hiérarchies, topologies et géométries convexes",2010,fr,1,1,1,Analyse de Graphes,pas encore,agrégation système fermeture cas hiérarchie topologie géométrie convexe
607,Aide à la décision pour la maintenance ferroviaire préventive,2010,fr,3,3,3,Analyse de Graphes,pas encore,aide décision maintenance ferroviaire préventif
608,Allier CSPs et motifs locaux pour la découverte de motifs sous contraintes n-aires,2010,fr,3,3,3,Fouille de Motifs,pas encore,allier csp motif local découverte motif sou contrainte n aire
609,Analyse de documents pédagogiques en vue de leur annotation,2010,fr,3,3,3,Recherche d'Information,pas encore,analyse document pédagogique vue annotation
610,Analyse de séquences d'événements avec TraMineR,2010,fr,4,4,4,Flux & Temporalité,pas encore,analyse séquence événement traminer
611,Analyse en ligne d'objets complexes avec l'analyse factorielle,2010,fr,3,3,3,Analyse de Graphes,pas encore,analyse ligne objet complexe analyse factoriel
612,Analyse globale du flux optique pour la détection d'évènements dans une scène de foule,2010,fr,4,4,4,Analyse de Graphes,pas encore,analyse global flux optique détection évènement scène foule
613,Analyse incrémentale des usages pour le routage des requêtes dans les systèmes pairs à pairs,2010,fr,2,2,2,Analyse de Graphes,pas encore,analyse incrémental usage routage requête système pair pair
615,Apport de la technique de fouille de données spatiales dans la prédiction des risques engendrés par les changements climatiques,2010,fr,3,3,3,Entrepôts de Données,pas encore,apport technique fouille donnée spatial prédiction risque engendrer changement climatique
616,Apprentissage de patrons lexico-syntaxiques à partir de textes,2010,fr,2,2,2,Analyse de Graphes,pas encore,apprentissage patron lexico syntaxique partir texte
617,Apprentissage de spécifications de CSP,2010,fr,2,2,2,Analyse de Graphes,pas encore,apprentissage spécification csp
618,Apprentissage supervisé adaptatif de Concepts Formels à partir des données nominales,2010,fr,2,2,2,Entrepôts de Données,pas encore,apprentissage superviser adaptatif concepts formels partir donnée nominal
619,Approche biomimétique coopérative pour la visualisation de grands graphes multidimensionels,2010,fr,2,2,2,Analyse de Graphes,pas encore,approche biomimétique coopératif visualisation grand graphe multidimensionel
620,Approche complexe de l'analyse de documents anciens,2010,fr,4,4,4,Recherche d'Information,pas encore,approche complexe analyse document ancien
621,Approche Sémantique pour la Préservation de la Vie Privée dans les Médias Sociaux,2010,fr,3,3,3,Analyse de Graphes,pas encore,approche sémantique préservation vie priver média social
622,"Bien cube, les données textuelles peuvent s'agréger !",2010,fr,5,5,5,Entrepôts de Données,pas encore,bien cube donnée textuel pouvoir agréger
623,Caractériser la terminologie des usagers de santé dans le domaine du cancer du sein,2010,fr,4,4,4,Analyse de Graphes,pas encore,caractériser terminologie usager santé domaine cancer sein
624,CARTOCEL : Un outil de cartographie des connaissances guidée par la machine cellulaire CASI,2010,fr,3,3,3,Ingénierie des Données,pas encore,cartocel outil cartographie connaissance guider machine cellulaire casi
625,ChorML : Résumés visuels de bases des données géographiques,2010,fr,4,4,4,Entrepôts de Données,pas encore,chorml résumés visuel base donnée géographique
626,"Classer, discriminer et visualiser des séquences d'événements",2010,fr,4,4,4,Flux & Temporalité,pas encore,classer discriminer visualiser séquence événement
627,Classification de documents : calcul d'une distance structurelle,2010,fr,3,3,3,Recherche d'Information,pas encore,classification document calcul distance structurel
628,Classification et Selection de caracteristique basees sur les concepts semantiques pour la recherche d'information multimedia,2010,fr,5,5,5,Classification & Clustering,pas encore,classification selection caracteristique concept semantique recherche information multimedia
629,Classification supervisée pour de grands nombres de classes à prédire : une approche par co-partitionnement des variables explicatives et à expliquer,2010,fr,1,1,1,Classification & Clustering,pas encore,classification superviser grand nombre classe prédir approche variable explicatif expliquer
630,CND-Cube : Nouvelle représentation concise sans perte d'information d'un cube de données,2010,fr,4,4,4,Entrepôts de Données,pas encore,cnd cube représentation concis perte information cube donnée
631,Codage et classification non supervisée d'un corpus maya : extraire des contextes pour situer l'inconnu par rapport au connu,2010,fr,3,3,3,Classification & Clustering,pas encore,codage classification non superviser corpus maya extraire contexte situer inconnu rapport connaître
632,Combiner approche logique et numérique pour la réconciliation de données et l'alignement d'ontologies,2010,fr,1,1,1,Web Sémantique,pas encore,combiner approche logique numérique réconciliation donnée alignement ontologie
633,CombinerWeb 2.0 et Web Sémantique pour réduire les disparités d'expertise au sein de blogs d'entreprise,2010,fr,2,2,2,Web Mining,pas encore,combinerweb web sémantique réduire disparité expertise sein blog entreprise
634,Comparaison de critères de pureté pour l'intégration de connaissances en clustering semi-supervisé,2010,fr,3,3,3,Ingénierie des Données,pas encore,comparaison critère pureter intégration connaissance clustering
635,Comparaisons structurelles de grandes bases de données par apprentissage non-supervisé,2010,fr,2,2,2,Entrepôts de Données,pas encore,comparaison structurel grand base donnée apprentissage
636,Composition de ServicesWeb Basée sur les Réseau Sociaux,2010,fr,4,4,4,Analyse de Graphes,pas encore,composition servicesweb basée réseau sociaux
637,Construction de noyaux pour l'apprentissage supervisé à partir d'arbres aléatoires,2010,fr,3,3,3,Recherche d'Information,pas encore,construction noyau apprentissage superviser partir arbre aléatoire
639,DaFOE: une plateforme pour construire des ontologies à partir de textes et de thésaurus,2010,fr,10,10,10,Web Sémantique,pas encore,dafoe plateforme construire ontologie partir texte thésaurus
640,Découverte d'itemsets fréquents fermés sur architectures multicoeurs,2010,fr,4,4,4,Analyse de Graphes,pas encore,découverte itemset fréquent fermer architecture multicoeur
641,Découverte des dépendances fonctionnelles conditionnelles fréquentes,2010,fr,2,2,2,Analyse de Graphes,pas encore,découverte dépendance fonctionnel conditionnel fréquent
644,Détection des mouvements anormaux dans des vidéos,2010,fr,4,4,4,Analyse de Graphes,pas encore,détection mouvement anormal vidéo
645,Développement de méthodes de classification basées sur l'Analyse de Concepts Formels sous la plateforme WEKA,2010,fr,4,4,4,Classification & Clustering,pas encore,développement méthode classification baser analyse concepts formels sou plateforme weka
646,Differentes variantes GMM-SMOs pour l'identification du locuteur,2010,fr,3,3,3,Analyse de Graphes,pas encore,variante gmm smo identification locuteur
647,Etude comparative des langages de requêtes sémantiques pour l'extraction des liens complexes dans une base de connaissances,2010,fr,2,2,2,Ingénierie des Données,pas encore,etude comparatif langage requête sémantique extraction lien complexe base connaissance
648,Etude de stabilité de méthodes de sélection de motifs à partir des séquences protéiques,2010,fr,4,4,4,Flux & Temporalité,pas encore,etude stabilité méthode sélection motif partir séquence protéique
649,Expansion de requêtes SQL par une ontologie de domaine,2010,fr,2,2,2,Web Sémantique,pas encore,expansion requête sql ontologie domaine
650,Explication de décisions de réconciliation : approche fondée sur les réseaux de Petri colorés,2010,fr,3,3,3,Analyse de Graphes,pas encore,explication décision réconciliation approche fonder réseau petri colorer
651,Exploration de dépendances fonctionnelles et de règles d'association avec OLAP,2010,fr,2,2,2,Règles d'Association,pas encore,exploration dépendance fonctionnel règle association olap
652,Extraction d'itemsets distinctifs dans les flux de données,2010,fr,2,2,2,Entrepôts de Données,pas encore,extraction itemset distinctif flux donnée
653,Extraction de la région d'intérêt d'une personne sur un obstacle,2010,fr,4,4,4,Ingénierie des Données,pas encore,extraction région intérêt obstacle
655,Extraction de règles d'association séquentielle à l'aide de modèles semi-paramétriques à risques proportionnels,2010,fr,4,4,4,Règles d'Association,pas encore,extraction règle association séquentiel aide modèle risque proportionnel
656,Extraction des séquences fermées fréquentes à partir de corpus parallèles : Application à la traduction automatique,2010,fr,4,4,4,Flux & Temporalité,pas encore,extraction séquence fermée fréquent partir corpus parallèle application traduction automatique
657,Fouille visuelle de données en 3D et réalité virtuelle : état de l'art,2010,fr,3,3,3,Entrepôts de Données,pas encore,fouille visuel donnée réalité virtuel état art
658,Gestion sémantique des droits d'accès au contenu: l'ontologie AMO,2010,fr,3,3,3,Web Sémantique,pas encore,gestion sémantique droit accès contenu ontologie amo
660,IncFDs: un nouvel algorithme d'inférence incrémentale des dépendances fonctionnelles,2010,fr,1,1,1,Analyse de Graphes,pas encore,incfd algorithme inférence incrémental dépendance fonctionnel
661,Indexation et recherche d'images à très grande échelle avec une AFC incrémentale et parallèle sur GPU,2010,fr,4,4,4,Analyse de Graphes,pas encore,indexation recherche image grand échelle afc incrémental parallèle gpu
662,Indice de complexité pour le tri et la comparaison de séquences catégorielles,2010,fr,4,4,4,Flux & Temporalité,pas encore,indice complexité tri comparaison séquence catégoriel
663,Inférence Bayesienne du Maximum d'Entropie pour le Diagnostic du Cancer,2010,fr,2,2,2,Analyse de Graphes,pas encore,inférence bayesienne maximum entropie diagnostic cancer
664,Intégration de Connaissances a Priori dans le Principe du Maximum d'Entropie,2010,fr,2,2,2,Ingénierie des Données,pas encore,intégration connaissance priori principe maximum entropie
665,Intégration interactive de contraintes pour la réduction de dimensions et la visualisation,2010,fr,4,4,4,Analyse de Graphes,pas encore,intégration interactif contrainte réduction dimension visualisation
666,Interrogation des résumés de flux de données,2010,fr,3,3,3,Entrepôts de Données,pas encore,interrogation résumé flux donnée
667,K-WORDS LAB : un outil d'analyse des mots clés permettant d'explorer les dynamiques d'un domaine scientifique.,2010,fr,2,2,2,Analyse de Graphes,pas encore,k words lab outil analyse mot cler permettre explorer dynamique domaine scientifique
668,KGRAM: une machine abstraite de graphes de connaissance,2010,fr,2,2,2,Ingénierie des Données,pas encore,kgram machine abstraite graphe connaissance
669,Le conflit dans la théorie des fonctions de croyance,2010,fr,1,1,1,Analyse de Graphes,pas encore,conflit théorie fonction croyance
670,Modèle de Langue à base de Concepts pour la Recherche d'Information,2010,fr,2,2,2,Analyse de Graphes,pas encore,modèle langue base concepts recherche information
671,Modélisation et interrogation de données XML multidimensionnelles,2010,fr,3,3,3,Entrepôts de Données,pas encore,modélisation interrogation donnée xml multidimensionnel
674,OSOM : un algorithme de construction de cartes topologiques recouvrantes,2010,fr,1,1,1,Analyse de Graphes,pas encore,osom algorithme construction carte topologique recouvrante
676,PCAR : Nouvelle Approche de Génération de Règles d'Association Cycliques,2010,fr,2,2,2,Règles d'Association,pas encore,pcar approche génération règle association cycliques
677,PGP-mc : extraction parallèle efficace de motifs graduels,2010,fr,4,4,4,Fouille de Motifs,pas encore,pgp mc extraction parallèle efficace motif graduel
678,Prédiction de séries temporelles et applications à l'analyse de séquences vidéo,2010,fr,4,4,4,Flux & Temporalité,pas encore,prédiction série temporel application analyse séquence vidéo
679,PretopoLib: la librairie JAVA de la Prétopologie,2010,fr,2,2,2,Analyse de Graphes,pas encore,pretopolib librairie java prétopologie
680,Proposition d'opérateurs OLAP pour un modèle multidimensionnel à base d'objets complexes,2010,fr,2,2,2,Analyse de Graphes,pas encore,proposition opérateur olap modèle multidimensionnel base objet complexe
681,Proposition d'une méthode de classification associative adaptative,2010,fr,2,2,2,Classification & Clustering,pas encore,proposition méthode classification associatif adaptatif
684,Recherche sémantique sur le Web basée sur l'ontologie Modulaire et le raisonnement à base de cas,2010,fr,4,4,4,Web Mining,pas encore,recherche sémantique web basée ontologie modulaire raisonnement base cas
685,Reconnaissance de concepts basée sur l'apprentissage,2010,fr,2,2,2,Analyse de Graphes,pas encore,reconnaissance concept baser apprentissage
686,Réduction bi-directionnelle d'images - Vers une méthode d'extraction de caractéristiques multi-niveaux,2010,fr,1,1,1,Ingénierie des Données,pas encore,réduction image méthode extraction caractéristique
687,REGLO : une nouvelle stratégie pour résumer un flux de séries temporelles,2010,fr,3,3,3,Flux & Temporalité,pas encore,reglo stratégie résumer flux série temporel
688,Regrouper les données textuelles et nommer les groupes à l'aide de classes recouvrantes,2010,fr,3,3,3,Entrepôts de Données,pas encore,regrouper donnée textuel nommer groupe aide classe recouvrante
689,Requêtes skyline avec prise en compte des préférences utilisateurs pour des données volumineuses,2010,fr,4,4,4,Entrepôts de Données,pas encore,requêtes skylin prise compte préférence utilisateur donnée volumineuser
690,Résumé généraliste de flux de données,2010,fr,2,2,2,Entrepôts de Données,pas encore,résumé généraliste flux donnée
692,SALINES : un automate au service de l'extraction de motifs séquentiels multidimensionnels,2010,fr,5,5,5,Fouille de Motifs,pas encore,salines automate service extraction motif séquentiel multidimensionnel
693,Sélection par entropie de descripteurs textuels pour la catégorisation de documents,2010,fr,2,2,2,Recherche d'Information,pas encore,sélection entropie descripteur textuel catégorisation document
695,SequencesViewer : comment rendre accessible des motifs séquentiels de gènes trop nombreux,2010,fr,5,5,5,Fouille de Motifs,pas encore,sequencesviewer accessible motif séquentiel gène trop
696,SIAM: Système d'Indexation des Articles Médicaux,2010,fr,3,3,3,Analyse de Graphes,pas encore,siam système indexation article médicaux
697,Simplification de données de vol pour un stockage optimal et une visualisation accélérée,2010,fr,4,4,4,Entrepôts de Données,pas encore,simplification donnée vol stockage optimal visualisation accélérer
699,SoTree : Auto-organisation topologique et hiérarchique des données,2010,fr,2,2,2,Entrepôts de Données,pas encore,sotree topologique hiérarchique donnée
700,Sous-échantillonnage topographique par apprentissage semi-supervisé,2010,fr,2,2,2,Analyse de Graphes,pas encore,topographique apprentissage
701,Suivi d'Automobiles par Classification Hiérarchique Ascendante,2010,fr,3,3,3,Classification & Clustering,pas encore,automobiles classification hiérarchique ascendante
702,Système d'extraction des connaissances à partir des données temporelles basé sur les Réseaux Bayésiens Dynamiques,2010,fr,3,3,3,Ingénierie des Données,pas encore,système extraction connaissance partir donnée temporel baser réseau bayésiens dynamique
704,Un modèle d'extraction de masses de croyance à partir de probabilités a posteriori pour une amélioration des performances en classification supervisée,2010,fr,3,3,3,Classification & Clustering,pas encore,modèle extraction masse croyance partir probabilité posteriori amélioration performance classification superviser
705,Un système d'aide à l'extraction de relations sémantiques pour la construction d'ontologies à partir de textes,2010,fr,3,3,3,Web Sémantique,pas encore,système aide extraction relation sémantique construction ontologie partir texte
706,Une approche fondée sur la corrélation entre prédicats pour le traitement des réponses pléthoriques,2010,fr,4,4,4,Analyse de Graphes,pas encore,approche fondé corrélation entrer prédicat traitement réponse pléthorique
707,Une approche probabiliste pour l'identification de structures de communautés,2010,fr,3,3,3,Analyse de Graphes,pas encore,approche probabiliste identification structure communauté
708,Une méthode d'aide au management de connaissances pour améliorer le processus de suivi et d'évaluation de la prise en charge précoce des enfants IMC : application de l'ASHMS,2010,fr,4,4,4,Ingénierie des Données,pas encore,méthode aide management connaissance améliorer processus suivi évaluation prise charge précoce enfant imc application ashm
709,Une nouvelle approche de découverte des correspondances complexes entre ontologies,2010,fr,2,2,2,Web Sémantique,pas encore,approche découverte correspondance complexe entrer ontologie
710,Une nouvelle stratégie d'Apprentissage Bayésienne,2010,fr,3,3,3,Analyse de Graphes,pas encore,stratégie apprentissage bayésienne
711,Une Ontologie pour l'Acquisition et l'Exploitation des Connaissances en Conception Inventive,2010,fr,3,3,3,Web Sémantique,pas encore,ontologie acquisition exploitation connaissance conception inventive
712,Une structure basée sur les hiérarchies pour synthétiser les itemsets fréquents extraits dans des fenêtres temporelles,2010,fr,3,3,3,Flux & Temporalité,pas encore,structure baser hiérarchie synthétiser itemset fréquent extraire fenêtre temporel
713,Utilisation de graphes sémantiques pour l'extraction et la traduction des idées essentielles d'un texte,2010,fr,3,3,3,Ingénierie des Données,pas encore,utilisation graphe sémantique extraction traduction idée essentiel texte
714,Vers une extraction et une visualisation des co-localisations adaptées aux experts,2010,fr,3,3,3,Ingénierie des Données,pas encore,extraction visualisation adapter expert
716,Visualisation de mesures agrégées pour l'estimation de la qualité des articlesWikipedia,2010,fr,3,3,3,Analyse de Graphes,pas encore,visualisation mesure agréger estimation qualité articleswikipedia
717,WCUM pour l'analyse d'un site web,2010,fr,4,4,4,Web Mining,pas encore,wcum analyse site web
719,Accompagner au début du 21ème siècle les organisations dans la mise en place d'une gestion des connaissances : retour d'expérience,2009,fr,3,3,3,Ingénierie des Données,pas encore,accompagner début siècle organisation mise place gestion connaissance expérience
720,Acquisition de la théorie ontologique d'un système d'extraction d'information,2009,fr,1,1,1,Ingénierie des Données,pas encore,acquisition théorie ontologique système extraction information
721,"Acquisition, annotation et exploration interactive d'images stéréoscopiques en réalité virtuelle : application en dermatologie",2009,fr,4,4,4,Analyse de Graphes,pas encore,acquisition annotation exploration interactif image stéréoscopique réalité virtuel application dermatologie
724,Analyse de dissimilarités par arbre d'induction,2009,fr,4,4,4,Recherche d'Information,pas encore,analyse dissimilarité arbre induction
725,Analyse de données pour la construction de modèles de procédures neurochirurgicales,2009,fr,5,5,5,Entrepôts de Données,pas encore,analyse donnée construction modèle procédure neurochirurgical
726,Analyse et application de modèles de régression pour optimiser le retour sur investissement d'opérations commerciales,2009,fr,5,5,5,Analyse de Graphes,pas encore,analyse application modèle régression optimiser investissement opération commercial
727,Analyse et application de modèles de régression pour optimiser le retour sur investissement d'opérations commerciales,2009,fr,5,5,5,Analyse de Graphes,pas encore,analyse application modèle régression optimiser investissement opération commercial
728,Analyse multigraduelle OLAP,2009,fr,2,2,2,Analyse de Graphes,pas encore,analyse multigraduell olap
729,Analyse sémantique spatio-temporelle pour les ontologies OWL-DL,2009,fr,3,3,3,Web Sémantique,pas encore,analyse sémantique spatio temporelle ontologie owl dl
732,Caractérisation automatique des classes découvertes en classification non supervisée,2009,fr,3,3,3,Classification & Clustering,pas encore,caractérisation automatique classe découvrir classification non superviser
733,Ciblage des règles d'association intéressantes guidé par les connaissances du décideur,2009,fr,2,2,2,Règles d'Association,pas encore,ciblage règle association intéressant guider connaissance décideur
734,CISNA un système hybride LD+Règles pour gérer des connaissances,2009,fr,4,4,4,Ingénierie des Données,pas encore,cisner système hybride gérer connaissance
735,Classification des Images de Télédétection avec ENVI FX,2009,fr,3,3,3,Classification & Clustering,pas encore,classification image télédétection envi fx
737,Comment valider automatiquement des relations syntaxiques induites,2009,fr,3,3,3,Analyse de Graphes,pas encore,valider automatiquement relation syntaxique induire
738,Comparaison de distances et noyaux classiques par degré d'équivalence des ordres induits,2009,fr,3,3,3,Analyse de Graphes,pas encore,comparaison distance noyal classique degré équivalence ordre induire
740,Construction de descripteurs pour classer à partir d'exemples bruités,2009,fr,3,3,3,Analyse de Graphes,pas encore,construction descripteur classer partir exemple bruiter
741,Contrôle des observations pour la gestion des systèmes de flux de données.,2009,fr,2,2,2,Entrepôts de Données,pas encore,contrôle observation gestion système flux donnée
742,Correspondances de Galois pour la manipulation de contextes flous multi-valués,2009,fr,3,3,3,Analyse de Graphes,pas encore,correspondance galois manipulation contexte flou
743,DBFrequentQueries : Extraction de requêtes fréquentes,2009,fr,7,7,7,Ingénierie des Données,pas encore,dbfrequentquerie extraction requête fréquente
744,De l'utilisation de l'Analyse de Données Symboliques dans les Systèmes multi-agents,2009,fr,4,4,4,Entrepôts de Données,pas encore,utilisation analyse donnée symboliques système
745,Définition d'une stratégie de résolution de problèmes pour un robot humanoïde,2009,fr,2,2,2,Analyse de Graphes,pas encore,définition stratégie résolution problème robot humanoïde
746,DEMON : Découverte de motifs séquentiels pour les puces adn,2009,fr,3,3,3,Fouille de Motifs,pas encore,demon découverte motif séquentiel puce adn
747,DEMON-Visualisation : un outil pour la visualisation des motifs séquentiels extraits à partir de données biologiques,2009,fr,4,4,4,Fouille de Motifs,pas encore,demon visualisation outil visualisation motif séquentiel extraire partir donnée biologique
748,DesEsper: un logiciel de pré-traitement de flux appliqué à la surveillance des centrales hydrauliques,2009,fr,4,4,4,Analyse de Graphes,pas encore,desesper logiciel flux appliquer surveillance centrale hydraulique
749,Détection d'intrusions dans un environnement collaboratif sécurisé,2009,fr,4,4,4,Analyse de Graphes,pas encore,détection intrusion environnement collaboratif sécuriser
750,Détection d'objets atypiques dans un flot de données : une approche multi-résolution,2009,fr,2,2,2,Entrepôts de Données,pas encore,détection objet atypique flot donnée approche
751,Détection de séquences atypiques basée sur un modèle de Markov d'ordre variable,2009,fr,3,3,3,Flux & Temporalité,pas encore,détection séquence atypique baser modèle markov ordre variable
752,Détermination du nombre des classes dans l'algorithme CROKI2 de classification croisée,2009,fr,4,4,4,Classification & Clustering,pas encore,détermination nombre classe algorithme classification croiser
753,Diagnostic multi-sources adaptatif Application à la détection d'intrusion dans des serveursWeb,2009,fr,4,4,4,Analyse de Graphes,pas encore,diagnostic adaptatif application détection intrusion serveursweb
754,Empreintes conceptuelles et spatiales pour la caractérisation des réseaux sociaux,2009,fr,3,3,3,Analyse de Graphes,pas encore,empreinte conceptuel spatial caractérisation réseau social
755,Exploration de données de traçabilité issues de la RFID par apprentissage non-supervisé,2009,fr,3,3,3,Entrepôts de Données,pas encore,exploration donnée traçabilité issu rfid apprentissage
756,Exploration des corrélations dans un classifieur Application au placement d'offres commerciales,2009,fr,2,2,2,Analyse de Graphes,pas encore,exploration corrélation classifieur application placement offre commercial
757,Explorer3D : classification et visualisation de données,2009,fr,2,2,2,Classification & Clustering,pas encore,classification visualisation donnée
758,Extraction de motifs fermés dans des relations n-aires bruitées,2009,fr,3,3,3,Fouille de Motifs,pas encore,extraction motif fermer relation n aire bruiter
759,Extraction de Règles de Corrélation Décisionnelles,2009,fr,2,2,2,Règles d'Association,pas encore,extraction règle corrélation décisionnelles
760,Extraction efficace de règles graduelles,2009,fr,3,3,3,Règles d'Association,pas encore,extraction efficace règle graduel
761,"FCP-Growth, une adaptation de FP-Growth pour générer des règles d'association de classe",2009,fr,2,2,2,Règles d'Association,pas encore,fcp growth adaptation fp growth générer règle association classe
762,Fouille de données dans les bases relationnelles pour l'acquisition d'ontologies riches en hiérarchies de classes,2009,fr,1,1,1,Web Sémantique,pas encore,fouille donnée base relationnel acquisition ontologie riche hiérarchie classe
763,Fusion Symbolique pour la Recommandation de Programmes Télévisées,2009,fr,2,2,2,Analyse de Graphes,pas encore,fusion symbolique recommandation programme télévisées
764,Générer des règles de classification par Dopage de Concepts Formels,2009,fr,2,2,2,Règles d'Association,pas encore,générer règle classification dopage concepts formels
765,Graphes des liens et anti liens statistiquement valides entre les mots d'un corpus textuel : test de randomisation TourneBool sur le corpus Reuters,2009,fr,2,2,2,Analyse de Graphes,pas encore,graphe lien anti lien statistiquement valider entrer mot corpus textuel test randomisation tournebool corpus reuters
767,L'Analyse Formelle de Concepts pour l'Extraction de Connaissances dans les Données d'Expression de Gènes,2009,fr,3,3,3,Ingénierie des Données,pas encore,analyse formelle concepts extraction connaissance donnée expression gène
768,La carte GHSOM comme alternative à la SOM pour l'analyse exploratoire de données,2009,fr,3,3,3,Entrepôts de Données,pas encore,carte ghsom alternative som analyse exploratoire donnée
769,La « créativité calculatoire » et les heuristiques créatives en synthèse de prédicats multiples,2009,fr,2,2,2,Analyse de Graphes,pas encore,créativité calculatoir heuristique créatif synthèse prédicat multiple
770,Le logiciel SYR pour l'Analyse de Données Symboliques,2009,fr,3,3,3,Entrepôts de Données,pas encore,logiciel syr analyse donnée symboliques
772,Management des connaissances dans le domaine du patrimoine culturel,2009,fr,3,3,3,Ingénierie des Données,pas encore,management connaissance domaine patrimoine culturel
773,Méthode de regroupement par graphe de voisinage,2009,fr,1,1,1,Analyse de Graphes,pas encore,méthode regroupement graphe voisinage
774,Modèle de préférences contextuelles pour les analyses OLAP,2009,fr,4,4,4,Analyse de Graphes,pas encore,modèle préférence contextuel analyse olap
775,Modélisation des connaissances dans le cadre de bibliothèques numériques spécialisées,2009,fr,2,2,2,Ingénierie des Données,pas encore,modélisation connaissance cadre bibliothèque numérique spécialiser
778,Partitionnement d'ontologies pour le passage à l'échelle des techniques d'alignement,2009,fr,4,4,4,Web Sémantique,pas encore,partitionnement ontologie passage échelle technique alignement
781,RDBToOnto : un logiciel dédié à l'apprentissage d'ontologies à partir de bases de données relationnelles,2009,fr,1,1,1,Web Sémantique,pas encore,rdbtoonto logiciel dédier apprentissage ontologie partir base donnée relationnel
782,Regroupement des Définitions de Sigles Biomédicaux,2009,fr,5,5,5,Analyse de Graphes,pas encore,regroupement définition sigles biomédicaux
783,Résumé hybride de flux de données par échantillonnage et classification automatique,2009,fr,3,3,3,Classification & Clustering,pas encore,résumé hybride flux donnée échantillonnage classification automatique
784,SoftJaccard : une mesure de similarité entre ensembles de chaînes de caractères pour l'unification d'entités nommées,2009,fr,3,3,3,Analyse de Graphes,pas encore,softjaccard mesure similarité entrer ensemble chaîne caractère unification entité nommer
785,"SPAMS, une nouvelle approche incrémentale pour l'extraction de motifs séquentiels fréquents dans les Data streams",2009,fr,4,4,4,Fouille de Motifs,pas encore,spams approche incrémental extraction motif séquentiel fréquent data stream
786,SVM incrémental et parallèle sur GPU,2009,fr,3,3,3,Analyse de Graphes,pas encore,svm incrémental parallèle gpu
787,"TAAABLE : système de recherche et de création, par adaptation, de recettes de cuisine",2009,fr,4,4,4,Analyse de Graphes,pas encore,taaable système recherche création adaptation recette cuisine
788,TraMineR: une librairie R pour l'analyse de données séquentielles,2009,fr,4,4,4,Entrepôts de Données,pas encore,traminer librairie r analyse donnée séquentiel
789,Un algorithme stable de décomposition pour l'analyse des réseaux sociaux dynamiques,2009,fr,3,3,3,Analyse de Graphes,pas encore,algorithme stable décomposition analyse réseau social dynamique
790,Un critère d'évaluation Bayésienne pour la construction d'arbres de décision,2009,fr,3,3,3,Recherche d'Information,pas encore,critère évaluation bayésien construction arbre décision
791,Un nouvel algorithme de forêts aléatoires d'arbres obliques particulièrement adapté à la classification de données en grandes dimensions,2009,fr,4,4,4,Recherche d'Information,pas encore,algorithme forêt aléatoire arbre oblique particulièrement adapter classification donnée grand dimension
792,Un prototype cross-lingue multi-métiers : vers la Gestion Sémantique de Contenu d'Entreprise au service du Collaboratif Opérationnel,2009,fr,2,2,2,Analyse de Graphes,pas encore,prototype gestion sémantique contenu entreprise service collaboratif opérationnel
793,Un système pour l'extraction de corrélations linéaires dans des données de génomique médicale,2009,fr,2,2,2,Entrepôts de Données,pas encore,système extraction corrélation linéaire donnée génomique médical
794,Une méthode de classification supervisée sans paramètre pour l'apprentissage sur les grandes bases de données,2009,fr,1,1,1,Classification & Clustering,pas encore,méthode classification superviser paramétrer apprentissage grand base donnée
795,Une nouvelle approche pour la classification non supervisée en segmentation d'image,2009,fr,1,1,1,Classification & Clustering,pas encore,approche classification non superviser segmentation image
796,Utilisation de l'analyse factorielle des correspondances pour la recherche d'images à grande échelle,2009,fr,4,4,4,Analyse de Graphes,pas encore,utilisation analyse factoriel correspondance recherche image grand échelle
797,Vers la simulation et la détection des changements des données évolutives d'usage du Web,2009,fr,3,3,3,Web Mining,pas encore,simulation détection changement donnée évolutif usage web
798,Vers le traitement à grande échelle de données symboliques,2009,fr,3,3,3,Entrepôts de Données,pas encore,traitement grand échelle donnée symbolique
799,Vers une utilisation améliorée de relations spatiales pour l'apprentissage de données dans les modèles graphiques,2009,fr,2,2,2,Entrepôts de Données,pas encore,utilisation améliorer relation spatial apprentissage donnée modèle graphique
801,Algorithmes rapides de boosting de SVM,2008,fr,3,3,3,Analyse de Graphes,pas encore,algorithme rapide boosting svm
802,Analyse exploratoire d'opinions cinématographiques : co-clustering de corpus textuels communautaires,2008,fr,3,3,3,Analyse de Graphes,pas encore,analyse exploratoire opinion cinématographique corpus textuel communautaire
803,Apport des traitements morpho-syntaxiques pour l'alignement des définitions par une classification SVM,2008,fr,3,3,3,Classification & Clustering,pas encore,apport traitement morpho syntaxique alignement définition classification svm
804,Approche d'annotation automatique des événements,2008,fr,2,2,2,Analyse de Graphes,pas encore,approche annotation automatique événement
805,Approche hybride de classification à base de treillis de Galois: application à la reconnaissance de visages,2008,fr,3,3,3,Classification & Clustering,pas encore,approche hybride classification base treillis galois application reconnaissance visage
