name,id_author,gender
Bertrand Petitjean,1907,male
Olfa Jenhani el Jed,1908,female
Pau Origoni,1909,male
Fabio B. Losa,1910,male
Rim Djedidi Hannachi,1911,female
Sarra Ben Lagha,1912,female
Aïcha El Golli,1913,female
Stéphane Trébucq,1914,male
Narjes Doggaz,1915,female
Jihem Rezgui,1916,male
Richard Butterworth,1917,male
Francesca De Domenico,1918,female
Livio De Luca,1919,male
Saïd Karouach,1920,male
Birahim Gueye,1921,male
Paul Munteanu,1922,male
Mohamed Bendou,1923,male
Anne-Lise Huyet,1924,female
Jean-Luc Paris,1925,male
Hamid Tebri,1926,male
Xavier Denis,1927,male
Nicolas Chanchevrier,1928,male
Nicolas Turenne,1929,male
Marc Barbier,1930,male
Zahir Maazouzi,1931,male
Jérôme Mikolajczak,1932,male
Fabrice Gadaud,1933,male
Guillaume Duquesnay,1934,male
Cristophe Roche,1935,male
Doru Tanasa,1936,male
Boulbaba Ben Amor,1937,male
Liming Chen,1938,male
Gaëlle Legrand,1939,female
Olivier Teytaud,1940,male
Xavier Baril,1941,male
Cédric Archaux,1942,male
Oriane Matte-Tailliez,1943,female
Alexandre Lefevre,1944,male
Benoît Vaillant,1945,male
Marc Borry,1946,male
Annick Castiaux,1947,female
Philippe Bessières,1948,male
Alain Zasadzinski,1949,male
Dominique Besagni,1950,Non indicatif
Abdelghani Bellaachia,1951,male
Anand Mahajan,1952,male
Michel Volle,1953,male
Amandine Duffoux,1954,female
Laurence Duval,1955,female
Magalie Delépine,1956,female
Julien Barberet,1957,male
Huaiguo Fu,1958,male
Sarah Cohen Boulakia,1959,female
Séverine Lair,1960,female
Gilles Verley,1961,male
Jean-Pierre Asselin de Beauville,1962,male
Simon Jaillet,1963,male
Daniel Beauchêne,1964,male
Cécile Million-Rousseau,1965,female
Hassina Mouloudi,1966,female
Valérie Beaudouin,1967,female
Nathalie Vergnaud,1968,female
Mihaela Scuturici,1969,female
Jérémy Clech,1970,male
Rachid Arezki,1971,male
Abdenour Mokrane,1972,male
David William Pearson,1973,male
Pierre-Antoine Champin,1974,male
Yannick Prié,1975,male
Sabine Rabaseda,1976,female
Nizar Khayati,1977,male
Anne Lavallard,1978,female
Antoine Naud,1979,male
Mireille Cosquer,1980,female
François Gros,1981,male
Alain Livartowski,1982,male
Amar-Djalil Mezaour,1983,male
Anicet Kouomou Choupo,1984,male
Brigitte Noiret,1985,female
Joseph Di Martino,1986,male
Lynne Billard,1987,female
Jean Royauté,1988,male
Philippe Dessen,1989,male
Sylvaine Le Minor,1990,female
Marie-Thérèse Maunoury,1991,female
Bruno Gaume,1992,male
Louis Ferré,1993,male
Yeow Wei Choong,1994,male
Pierre Maussion,1995,male
Rim Al Hulou,1996,female
Lamis Hawarah,1997,female
Ana Simonet,1998,female
Huaiyu Fu,1999,male
Patrick Njiwoua,2000,male
Oswaldo Castillo,2001,male
Jean-Louis Ermine,2002,male
Eric Salvat,2003,male
Stéphanie Chapaux,2004,female
Hicham Hajji,2005,male
Nourdine Badji,2006,male
Jean-Pierre Asté,2007,male
