id_article,title,year,language,Nb_authors,Nb_male,Nb_female,theme
627,Classification de documents : calcul d'une distance structurelle,2010,fr,3,1,2,Visualisation et exploration interactive de données
628,Classification et Selection de caracteristique basees sur les concepts semantiques pour la recherche d'information multimedia,2010,fr,5,4,0,Recherche d’information et traitement d’images
629,Classification supervisée pour de grands nombres de classes à prédire : une approche par co-partitionnement des variables explicatives et à expliquer,2010,fr,1,1,0,Recherche d’information et traitement d’images
630,CND-Cube : Nouvelle représentation concise sans perte d'information d'un cube de données,2010,fr,4,3,1,Analyse de motifs et séquences dans les données
631,Codage et classification non supervisée d'un corpus maya : extraire des contextes pour situer l'inconnu par rapport au connu,2010,fr,3,3,0,Recherche d’information et traitement d’images
632,Combiner approche logique et numérique pour la réconciliation de données et l'alignement d'ontologies,2010,fr,1,0,1,Ontologies et traitement sémantique du texte
633,CombinerWeb 2.0 et Web Sémantique pour réduire les disparités d'expertise au sein de blogs d'entreprise,2010,fr,2,2,0,Extraction d’information et analyse documentaire web
634,Comparaison de critères de pureté pour l'intégration de connaissances en clustering semi-supervisé,2010,fr,3,3,0,Règles d’association et génération de connaissances
635,Comparaisons structurelles de grandes bases de données par apprentissage non-supervisé,2010,fr,2,2,0,Analyse de motifs et séquences dans les données
636,Composition de ServicesWeb Basée sur les Réseau Sociaux,2010,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
637,Construction de noyaux pour l'apprentissage supervisé à partir d'arbres aléatoires,2010,fr,3,3,0,Visualisation et exploration interactive de données
638,Cubes Fermés / Quotients Émergents,2010,fr,4,3,1,
639,DaFOE: une plateforme pour construire des ontologies à partir de textes et de thésaurus,2010,fr,10,4,6,Ontologies et traitement sémantique du texte
640,Découverte d'itemsets fréquents fermés sur architectures multicoeurs,2010,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
641,Découverte des dépendances fonctionnelles conditionnelles fréquentes,2010,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
642,Density estimation on data streams : an application to Change Detection,2010,en,3,2,1,Analyse de motifs et séquences dans les données
643,Detecting Anomalies in Data Streams using Statecharts,2010,en,5,5,0,Analyse de motifs et séquences dans les données
644,Détection des mouvements anormaux dans des vidéos,2010,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
645,Développement de méthodes de classification basées sur l'Analyse de Concepts Formels sous la plateforme WEKA,2010,fr,4,1,3,Recherche d’information et traitement d’images
646,Differentes variantes GMM-SMOs pour l'identification du locuteur,2010,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
647,Etude comparative des langages de requêtes sémantiques pour l'extraction des liens complexes dans une base de connaissances,2010,fr,2,1,1,Règles d’association et génération de connaissances
648,Etude de stabilité de méthodes de sélection de motifs à partir des séquences protéiques,2010,fr,4,4,0,Analyse de séries temporelles et données spatio-temporelles
649,Expansion de requêtes SQL par une ontologie de domaine,2010,fr,2,1,1,Ontologies et traitement sémantique du texte
650,Explication de décisions de réconciliation : approche fondée sur les réseaux de Petri colorés,2010,fr,3,0,3,Apprentissage automatique et réseaux de connaissances
651,Exploration de dépendances fonctionnelles et de règles d'association avec OLAP,2010,fr,2,2,0,Data mining et gestion de flux de données
652,Extraction d'itemsets distinctifs dans les flux de données,2010,fr,2,2,0,Analyse de motifs et séquences dans les données
653,Extraction de la région d'intérêt d'une personne sur un obstacle,2010,fr,4,4,0,Règles d’association et génération de connaissances
654,Extraction de motifs graduels clos,2010,fr,4,2,2,
655,Extraction de règles d'association séquentielle à l'aide de modèles semi-paramétriques à risques proportionnels,2010,fr,4,4,0,Data mining et gestion de flux de données
656,Extraction des séquences fermées fréquentes à partir de corpus parallèles : Application à la traduction automatique,2010,fr,4,3,1,Analyse de séries temporelles et données spatio-temporelles
657,Fouille visuelle de données en 3D et réalité virtuelle : état de l'art,2010,fr,3,2,1,Analyse de motifs et séquences dans les données
658,Gestion sémantique des droits d'accès au contenu: l'ontologie AMO,2010,fr,3,1,2,Ontologies et traitement sémantique du texte
659,Identifying the Presence of Communities in Complex Networks Through Topological Decomposition and Component Densities,2010,en,2,2,0,Data mining et gestion de flux de données
660,IncFDs: un nouvel algorithme d'inférence incrémentale des dépendances fonctionnelles,2010,fr,1,0,1,Apprentissage automatique et réseaux de connaissances
661,Indexation et recherche d'images à très grande échelle avec une AFC incrémentale et parallèle sur GPU,2010,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
662,Indice de complexité pour le tri et la comparaison de séquences catégorielles,2010,fr,4,4,0,Analyse de séries temporelles et données spatio-temporelles
663,Inférence Bayesienne du Maximum d'Entropie pour le Diagnostic du Cancer,2010,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
664,Intégration de Connaissances a Priori dans le Principe du Maximum d'Entropie,2010,fr,2,2,0,Règles d’association et génération de connaissances
665,Intégration interactive de contraintes pour la réduction de dimensions et la visualisation,2010,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
666,Interrogation des résumés de flux de données,2010,fr,3,2,1,Analyse de motifs et séquences dans les données
667,K-WORDS LAB : un outil d'analyse des mots clés permettant d'explorer les dynamiques d'un domaine scientifique.,2010,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
668,KGRAM: une machine abstraite de graphes de connaissance,2010,fr,2,1,1,Règles d’association et génération de connaissances
669,Le conflit dans la théorie des fonctions de croyance,2010,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
670,Modèle de Langue à base de Concepts pour la Recherche d'Information,2010,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
671,Modélisation et interrogation de données XML multidimensionnelles,2010,fr,3,3,0,Analyse de motifs et séquences dans les données
672,Mysins : Make Your Semantic INformation System,2010,en,7,6,1,Visualisation et exploration interactive de données
673,Objective Novelty of Association Rules: Measuring the Confidence Boost1,2010,en,0,0,0,Apprentissage automatique et réseaux de connaissances
674,OSOM : un algorithme de construction de cartes topologiques recouvrantes,2010,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
675,"Pattern Mining: The Past, Present, and Future",2010,en,1,1,0,Ontologies et traitement sémantique du texte
676,PCAR : Nouvelle Approche de Génération de Règles d'Association Cycliques,2010,fr,2,1,1,Data mining et gestion de flux de données
677,PGP-mc : extraction parallèle efficace de motifs graduels,2010,fr,4,3,1,Aide à la décision et analyse multidimensionnelle
678,Prédiction de séries temporelles et applications à l'analyse de séquences vidéo,2010,fr,4,4,0,Analyse de séries temporelles et données spatio-temporelles
679,PretopoLib: la librairie JAVA de la Prétopologie,2010,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
680,Proposition d'opérateurs OLAP pour un modèle multidimensionnel à base d'objets complexes,2010,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
681,Proposition d'une méthode de classification associative adaptative,2010,fr,2,1,1,Recherche d’information et traitement d’images
682,Protein Graph Repository,2010,en,2,2,0,Data mining et gestion de flux de données
683,Recent Advances in Partitioning Clustering Algorithms for Interval-Valued Data,2010,en,1,1,0,Règles d’association et génération de connaissances
684,Recherche sémantique sur le Web basée sur l'ontologie Modulaire et le raisonnement à base de cas,2010,fr,4,1,3,Extraction d’information et analyse documentaire web
685,Reconnaissance de concepts basée sur l'apprentissage,2010,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
686,Réduction bi-directionnelle d'images - Vers une méthode d'extraction de caractéristiques multi-niveaux,2010,fr,1,1,0,Règles d’association et génération de connaissances
687,REGLO : une nouvelle stratégie pour résumer un flux de séries temporelles,2010,fr,3,2,1,Analyse de séries temporelles et données spatio-temporelles
688,Regrouper les données textuelles et nommer les groupes à l'aide de classes recouvrantes,2010,fr,3,2,1,Analyse de motifs et séquences dans les données
689,Requêtes skyline avec prise en compte des préférences utilisateurs pour des données volumineuses,2010,fr,4,1,3,Analyse de motifs et séquences dans les données
690,Résumé généraliste de flux de données,2010,fr,2,1,1,Analyse de motifs et séquences dans les données
691,RSS Merger,2010,autre,2,2,0,
692,SALINES : un automate au service de l'extraction de motifs séquentiels multidimensionnels,2010,fr,5,4,1,Aide à la décision et analyse multidimensionnelle
693,Sélection par entropie de descripteurs textuels pour la catégorisation de documents,2010,fr,2,1,1,Visualisation et exploration interactive de données
694,Self-Clustering for Identification of Customer Purchase Behaviours,2010,en,3,3,0,Règles d’association et génération de connaissances
695,SequencesViewer : comment rendre accessible des motifs séquentiels de gènes trop nombreux,2010,fr,5,3,2,Aide à la décision et analyse multidimensionnelle
696,SIAM: Système d'Indexation des Articles Médicaux,2010,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
697,Simplification de données de vol pour un stockage optimal et une visualisation accélérée,2010,fr,4,4,0,Analyse de motifs et séquences dans les données
698,SimTole,2010,autre,2,2,0,
699,SoTree : Auto-organisation topologique et hiérarchique des données,2010,fr,2,1,1,Analyse de motifs et séquences dans les données
700,Sous-échantillonnage topographique par apprentissage semi-supervisé,2010,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
701,Suivi d'Automobiles par Classification Hiérarchique Ascendante,2010,fr,3,3,0,Recherche d’information et traitement d’images
702,Système d'extraction des connaissances à partir des données temporelles basé sur les Réseaux Bayésiens Dynamiques,2010,fr,3,2,1,Règles d’association et génération de connaissances
703,Tulip: a Scalable Graph Visualization Framework,2010,en,10,9,1,Data mining et gestion de flux de données
704,Un modèle d'extraction de masses de croyance à partir de probabilités a posteriori pour une amélioration des performances en classification supervisée,2010,fr,3,2,1,Recherche d’information et traitement d’images
705,Un système d'aide à l'extraction de relations sémantiques pour la construction d'ontologies à partir de textes,2010,fr,3,0,3,Ontologies et traitement sémantique du texte
706,Une approche fondée sur la corrélation entre prédicats pour le traitement des réponses pléthoriques,2010,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
707,Une approche probabiliste pour l'identification de structures de communautés,2010,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
708,Une méthode d'aide au management de connaissances pour améliorer le processus de suivi et d'évaluation de la prise en charge précoce des enfants IMC : application de l'ASHMS,2010,fr,4,3,1,Règles d’association et génération de connaissances
709,Une nouvelle approche de découverte des correspondances complexes entre ontologies,2010,fr,2,1,1,Ontologies et traitement sémantique du texte
710,Une nouvelle stratégie d'Apprentissage Bayésienne,2010,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
711,Une Ontologie pour l'Acquisition et l'Exploitation des Connaissances en Conception Inventive,2010,fr,3,2,1,Ontologies et traitement sémantique du texte
712,Une structure basée sur les hiérarchies pour synthétiser les itemsets fréquents extraits dans des fenêtres temporelles,2010,fr,3,2,1,Analyse de séries temporelles et données spatio-temporelles
713,Utilisation de graphes sémantiques pour l'extraction et la traduction des idées essentielles d'un texte,2010,fr,3,3,0,Règles d’association et génération de connaissances
714,Vers une extraction et une visualisation des co-localisations adaptées aux experts,2010,fr,3,1,1,Règles d’association et génération de connaissances
715,Visual Sentence-Phrase-Based Document Representation for Effective and Efficient Content-Based Image Retrieval,2010,en,4,4,0,Aide à la décision et analyse multidimensionnelle
716,Visualisation de mesures agrégées pour l'estimation de la qualité des articlesWikipedia,2010,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
717,WCUM pour l'analyse d'un site web,2010,fr,4,3,1,Extraction d’information et analyse documentaire web
718,A Contextualization Service for a Personalized Access Model,2009,en,4,4,0,Data mining et gestion de flux de données
719,Accompagner au début du 21ème siècle les organisations dans la mise en place d'une gestion des connaissances : retour d'expérience,2009,fr,3,3,0,Règles d’association et génération de connaissances
720,Acquisition de la théorie ontologique d'un système d'extraction d'information,2009,fr,1,1,0,Règles d’association et génération de connaissances
721,"Acquisition, annotation et exploration interactive d'images stéréoscopiques en réalité virtuelle : application en dermatologie",2009,fr,4,3,1,Apprentissage automatique et réseaux de connaissances
722,Aggregative and Neighboring Approximations to Query Semi-Structured Documents,2009,en,4,2,2,Data mining et gestion de flux de données
723,An approach for handling risk and uncertainty in multiarmed bandit problems,2009,en,2,2,0,Aide à la décision et analyse multidimensionnelle
724,Analyse de dissimilarités par arbre d'induction,2009,fr,4,4,0,Visualisation et exploration interactive de données
725,Analyse de données pour la construction de modèles de procédures neurochirurgicales,2009,fr,5,5,0,Analyse de motifs et séquences dans les données
726,Analyse et application de modèles de régression pour optimiser le retour sur investissement d'opérations commerciales,2009,fr,5,5,0,Apprentissage automatique et réseaux de connaissances
727,Analyse et application de modèles de régression pour optimiser le retour sur investissement d'opérations commerciales,2009,fr,5,5,0,Apprentissage automatique et réseaux de connaissances
728,Analyse multigraduelle OLAP,2009,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
729,Analyse sémantique spatio-temporelle pour les ontologies OWL-DL,2009,fr,3,1,2,Ontologies et traitement sémantique du texte
730,Assessing the uncertainty in knn Data Fusion,2009,en,3,3,0,Ontologies et traitement sémantique du texte
731,Binary Sequences and Association Graphs for Fast Detection of Sequential Patterns,2009,en,2,2,0,Big Data (Concept et dynamique globale)
732,Caractérisation automatique des classes découvertes en classification non supervisée,2009,fr,3,3,0,Recherche d’information et traitement d’images
733,Ciblage des règles d'association intéressantes guidé par les connaissances du décideur,2009,fr,2,1,1,Data mining et gestion de flux de données
734,CISNA un système hybride LD+Règles pour gérer des connaissances,2009,fr,4,3,1,Règles d’association et génération de connaissances
735,Classification des Images de Télédétection avec ENVI FX,2009,fr,3,3,0,Recherche d’information et traitement d’images
736,Collaborative Outlier Mining for Intrusion Detection,2009,en,5,3,2,Big Data (Concept et dynamique globale)
737,Comment valider automatiquement des relations syntaxiques induites,2009,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
738,Comparaison de distances et noyaux classiques par degré d'équivalence des ordres induits,2009,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
739,Constraint Programming for Data Mining,2009,en,1,1,0,Ontologies et traitement sémantique du texte
740,Construction de descripteurs pour classer à partir d'exemples bruités,2009,fr,3,1,1,Apprentissage automatique et réseaux de connaissances
741,Contrôle des observations pour la gestion des systèmes de flux de données.,2009,fr,2,2,0,Analyse de motifs et séquences dans les données
742,Correspondances de Galois pour la manipulation de contextes flous multi-valués,2009,fr,3,0,3,Apprentissage automatique et réseaux de connaissances
743,DBFrequentQueries : Extraction de requêtes fréquentes,2009,fr,7,3,3,Règles d’association et génération de connaissances
744,De l'utilisation de l'Analyse de Données Symboliques dans les Systèmes multi-agents,2009,fr,4,3,1,Analyse de motifs et séquences dans les données
745,Définition d'une stratégie de résolution de problèmes pour un robot humanoïde,2009,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
746,DEMON : Découverte de motifs séquentiels pour les puces adn,2009,fr,3,0,3,Aide à la décision et analyse multidimensionnelle
747,DEMON-Visualisation : un outil pour la visualisation des motifs séquentiels extraits à partir de données biologiques,2009,fr,4,0,3,Aide à la décision et analyse multidimensionnelle
748,DesEsper: un logiciel de pré-traitement de flux appliqué à la surveillance des centrales hydrauliques,2009,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
749,Détection d'intrusions dans un environnement collaboratif sécurisé,2009,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
750,Détection d'objets atypiques dans un flot de données : une approche multi-résolution,2009,fr,2,1,1,Analyse de motifs et séquences dans les données
751,Détection de séquences atypiques basée sur un modèle de Markov d'ordre variable,2009,fr,3,0,3,Analyse de séries temporelles et données spatio-temporelles
752,Détermination du nombre des classes dans l'algorithme CROKI2 de classification croisée,2009,fr,4,3,1,Recherche d’information et traitement d’images
753,Diagnostic multi-sources adaptatif Application à la détection d'intrusion dans des serveursWeb,2009,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
754,Empreintes conceptuelles et spatiales pour la caractérisation des réseaux sociaux,2009,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
755,Exploration de données de traçabilité issues de la RFID par apprentissage non-supervisé,2009,fr,3,2,0,Analyse de motifs et séquences dans les données
756,Exploration des corrélations dans un classifieur Application au placement d'offres commerciales,2009,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
757,Explorer3D : classification et visualisation de données,2009,fr,2,2,0,Recherche d’information et traitement d’images
758,Extraction de motifs fermés dans des relations n-aires bruitées,2009,fr,3,3,0,Aide à la décision et analyse multidimensionnelle
759,Extraction de Règles de Corrélation Décisionnelles,2009,fr,2,2,0,Data mining et gestion de flux de données
760,Extraction efficace de règles graduelles,2009,fr,3,0,3,Data mining et gestion de flux de données
761,"FCP-Growth, une adaptation de FP-Growth pour générer des règles d'association de classe",2009,fr,2,1,1,Data mining et gestion de flux de données
762,Fouille de données dans les bases relationnelles pour l'acquisition d'ontologies riches en hiérarchies de classes,2009,fr,1,1,0,Ontologies et traitement sémantique du texte
763,Fusion Symbolique pour la Recommandation de Programmes Télévisées,2009,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
764,Générer des règles de classification par Dopage de Concepts Formels,2009,fr,2,1,1,Data mining et gestion de flux de données
765,Graphes des liens et anti liens statistiquement valides entre les mots d'un corpus textuel : test de randomisation TourneBool sur le corpus Reuters,2009,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
766,Handling Texts ? A Challenge for Data Mining,2009,en,1,0,1,Ontologies et traitement sémantique du texte
767,L'Analyse Formelle de Concepts pour l'Extraction de Connaissances dans les Données d'Expression de Gènes,2009,fr,3,3,0,Règles d’association et génération de connaissances
768,La carte GHSOM comme alternative à la SOM pour l'analyse exploratoire de données,2009,fr,3,2,1,Analyse de motifs et séquences dans les données
769,La « créativité calculatoire » et les heuristiques créatives en synthèse de prédicats multiples,2009,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
770,Le logiciel SYR pour l'Analyse de Données Symboliques,2009,fr,3,3,0,Analyse de motifs et séquences dans les données
771,"Logiciel « DtmVic » Data and Text Mining: Visualisation, Inférence, Classification",2009,en,1,1,0,Ontologies et traitement sémantique du texte
772,Management des connaissances dans le domaine du patrimoine culturel,2009,fr,3,1,2,Règles d’association et génération de connaissances
773,Méthode de regroupement par graphe de voisinage,2009,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
774,Modèle de préférences contextuelles pour les analyses OLAP,2009,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
775,Modélisation des connaissances dans le cadre de bibliothèques numériques spécialisées,2009,fr,2,1,1,Règles d’association et génération de connaissances
776,Okmed et Wokm,2009,fr,1,1,0,
777,Online and Adaptive Anomaly Detection: Detecting Intrusions in Unlabelled Audit Data Streams,2009,en,4,3,1,Analyse de motifs et séquences dans les données
778,Partitionnement d'ontologies pour le passage à l'échelle des techniques d'alignement,2009,fr,4,1,3,Ontologies et traitement sémantique du texte
779,Privacy and Data Mining: New Developments and Challenges,2009,en,1,1,0,Ontologies et traitement sémantique du texte
780,Probabilistic Multi-classifier by SVMs from voting rule to voting features,2009,en,3,2,1,Apprentissage automatique et réseaux de connaissances
781,RDBToOnto : un logiciel dédié à l'apprentissage d'ontologies à partir de bases de données relationnelles,2009,fr,1,1,0,Ontologies et traitement sémantique du texte
782,Regroupement des Définitions de Sigles Biomédicaux,2009,fr,5,3,2,Apprentissage automatique et réseaux de connaissances
783,Résumé hybride de flux de données par échantillonnage et classification automatique,2009,fr,3,2,1,Recherche d’information et traitement d’images
784,SoftJaccard : une mesure de similarité entre ensembles de chaînes de caractères pour l'unification d'entités nommées,2009,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
785,"SPAMS, une nouvelle approche incrémentale pour l'extraction de motifs séquentiels fréquents dans les Data streams",2009,fr,4,4,0,Aide à la décision et analyse multidimensionnelle
786,SVM incrémental et parallèle sur GPU,2009,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
787,"TAAABLE : système de recherche et de création, par adaptation, de recettes de cuisine",2009,fr,4,3,1,Apprentissage automatique et réseaux de connaissances
788,TraMineR: une librairie R pour l'analyse de données séquentielles,2009,fr,4,4,0,Analyse de motifs et séquences dans les données
789,Un algorithme stable de décomposition pour l'analyse des réseaux sociaux dynamiques,2009,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
790,Un critère d'évaluation Bayésienne pour la construction d'arbres de décision,2009,fr,3,2,1,Visualisation et exploration interactive de données
791,Un nouvel algorithme de forêts aléatoires d'arbres obliques particulièrement adapté à la classification de données en grandes dimensions,2009,fr,4,3,1,Visualisation et exploration interactive de données
792,Un prototype cross-lingue multi-métiers : vers la Gestion Sémantique de Contenu d'Entreprise au service du Collaboratif Opérationnel,2009,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
793,Un système pour l'extraction de corrélations linéaires dans des données de génomique médicale,2009,fr,2,1,1,Analyse de motifs et séquences dans les données
794,Une méthode de classification supervisée sans paramètre pour l'apprentissage sur les grandes bases de données,2009,fr,1,1,0,Recherche d’information et traitement d’images
795,Une nouvelle approche pour la classification non supervisée en segmentation d'image,2009,fr,1,1,0,Recherche d’information et traitement d’images
796,Utilisation de l'analyse factorielle des correspondances pour la recherche d'images à grande échelle,2009,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
797,Vers la simulation et la détection des changements des données évolutives d'usage du Web,2009,fr,3,2,1,Extraction d’information et analyse documentaire web
798,Vers le traitement à grande échelle de données symboliques,2009,fr,3,3,0,Analyse de motifs et séquences dans les données
799,Vers une utilisation améliorée de relations spatiales pour l'apprentissage de données dans les modèles graphiques,2009,fr,2,1,1,Analyse de motifs et séquences dans les données
800,A spatial rough set for extracting the periurban fringe,2008,en,3,2,1,Apprentissage automatique et réseaux de connaissances
801,Algorithmes rapides de boosting de SVM,2008,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
802,Analyse exploratoire d'opinions cinématographiques : co-clustering de corpus textuels communautaires,2008,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
803,Apport des traitements morpho-syntaxiques pour l'alignement des définitions par une classification SVM,2008,fr,3,1,2,Recherche d’information et traitement d’images
804,Approche d'annotation automatique des événements,2008,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
805,Approche hybride de classification à base de treillis de Galois: application à la reconnaissance de visages,2008,fr,3,3,0,Recherche d’information et traitement d’images
806,Approches de type n-grammes pour l'analyse de parcours de vie familiaux,2008,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
807,Assignation automatique de solutions à des classes de plaintes liées aux ambiances intérieures polluées,2008,fr,4,1,3,Apprentissage automatique et réseaux de connaissances
808,Binary Block GTM : Carte auto-organisatrice probabiliste pour les grands tableaux binaires,2008,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
809,Cas d'utilisation réelle de Nautilus : calculs d'indicateurs chez un opérateur télécom,2008,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
810,Classification adaptative de séries temporelles : application à l'identification des gènes exprimés au cours du cycle cellulaire,2008,fr,3,0,3,Analyse de séries temporelles et données spatio-temporelles
811,Classification de documents en réseaux petits mondes en vue d'apprentissage,2008,fr,4,4,0,Visualisation et exploration interactive de données
812,Clustering en haute dimension par accumulation de clusterings locaux,2008,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
813,Clustering Visuel Semi-Supervisé pour des systèmes en coordonnées en étoiles 3D,2008,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
814,Co-classification sous contraintes par la somme des résidus quadratiques,2008,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
815,Conception de systèmes d'information spatio-temporelle adaptatifs avec ASTIS,2008,fr,3,3,0,Analyse de séries temporelles et données spatio-temporelles
816,Data mining for activity extraction in video data,2008,en,4,3,1,Ontologies et traitement sémantique du texte
817,Découverte de motifs séquentiels et de règles inattendus,2008,fr,3,1,1,Aide à la décision et analyse multidimensionnelle
818,Délestage pour l'analyse multidimensionnelle de flux de données,2008,fr,2,2,0,Analyse de motifs et séquences dans les données
819,Détection de groupes atypiques pour une variable cible quantitative,2008,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
820,Discretization of Continuous Features by Resampling,2008,en,2,2,0,Data mining et gestion de flux de données
821,Echantillonnage adaptatif de jeux de données déséquilibrés pour les forêts aléatoires,2008,fr,3,3,0,Analyse de motifs et séquences dans les données
822,Echantillonnage pour l'extraction de motifs séquentiels : des bases de données statiques aux flots de données,2008,fr,2,2,0,Aide à la décision et analyse multidimensionnelle
823,Echantillonnage spatio-temporel de flux de données distribués,2008,fr,5,4,1,Analyse de séries temporelles et données spatio-temporelles
824,Enhancing Personal File Retrieval in Semantic File Systems with Tag-Based Context,2008,en,3,2,1,Visualisation et exploration interactive de données
825,Étude comparative de deux approches de classification recouvrante : MOC vs. OKM,2008,fr,2,2,0,Recherche d’information et traitement d’images
826,Étude de l'interaction entre variables pour l'extraction des règles d'influence,2008,fr,2,0,2,Data mining et gestion de flux de données
827,Évaluation des critères asymétriques pour les arbres de décision,2008,fr,3,3,0,Visualisation et exploration interactive de données
828,ExpLSA : utilisation d'informations syntaxico-sémantiques associées à LSA pour améliorer les méthodes de classification conceptuelle,2008,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
829,Extraction d'itemsets compacts,2008,en,2,2,0,Visualisation et exploration interactive de données
830,Extraction d'un modèle numérique de terrain à partir de photographies par drone,2008,fr,5,5,0,Règles d’association et génération de connaissances
831,Extraction de Motifs Séquentiels Multidimensionnels Clos sans Gestion d'Ensemble de Candidats,2008,fr,3,1,2,Aide à la décision et analyse multidimensionnelle
832,Extraction et exploitation des annotations contextuelles,2008,fr,2,1,1,Règles d’association et génération de connaissances
833,Extraction et validation par croisement des relations d'une ontologie de domaine,2008,fr,1,0,1,Ontologies et traitement sémantique du texte
834,FIASCO : un nouvel algorithme d'extraction d'itemsets fréquents dans les flots de données,2008,fr,4,4,0,Analyse de motifs et séquences dans les données
835,Fouille de données audio pour la classification automatique de mots homophones,2008,fr,3,0,3,Recherche d’information et traitement d’images
836,From Mining the Web to Inventing the New Sciences Underlying the Internet,2008,en,1,1,0,Data mining et gestion de flux de données
837,Génération de séquence résumé par une nouvelle approche basée sur le Soft Computing,2008,fr,3,3,0,Analyse de séries temporelles et données spatio-temporelles
838,Gradients de prototypicalité conceptuelle et lexicale,2008,fr,4,3,1,Apprentissage automatique et réseaux de connaissances
839,HyperSmooth : calcul et visualisation de cartes de potentiel interactives,2008,fr,7,5,2,Apprentissage automatique et réseaux de connaissances
840,Industrialiser le data mining : enjeux et perspectives,2008,fr,1,0,1,Apprentissage automatique et réseaux de connaissances
841,Intégration de contraintes dans les cartes auto-organisatrices,2008,fr,5,4,1,Apprentissage automatique et réseaux de connaissances
842,Intégration de la structure dans un modèle probabiliste de document,2008,fr,3,2,1,Visualisation et exploration interactive de données
843,Interprétation automatique d'itinéraires à partir d'un corpus de récits de voyages pilotée par un usage pédagogique.,2008,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
844,Interprétation d'images basée sur une approche évolutive guidée par une ontologie,2008,fr,4,4,0,Ontologies et traitement sémantique du texte
845,Khiops: outil de préparation et modélisation des données pour la fouille des grandes bases de données,2008,fr,1,1,0,Analyse de motifs et séquences dans les données
846,L'intelligence collective géospatiale au service du diagnostic de territoire : GEOdoc,2008,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
847,La prise en compte de la dimension temporelle dans la classification de données,2008,fr,2,1,1,Analyse de séries temporelles et données spatio-temporelles
848,Le FIA: un nouvel automate permettant l'extraction efficace d'itemsets fréquents dans les flots de données,2008,fr,4,4,0,Analyse de motifs et séquences dans les données
849,Le forage de réseaux sociaux,2008,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
850,Le logiciel SODAS : avancées récentes Un outil pour analyser et visualiser des données symboliques,2008,fr,4,3,1,Analyse de motifs et séquences dans les données
851,Les cartes cognitives hiérarchiques,2008,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
852,Mesures hiérarchiques pondérées pour l'évaluation d'un système semi-automatique d'annotation de génomes utilisant des arbres de décision,2008,fr,7,3,4,Visualisation et exploration interactive de données
853,Méthodologie d'Evaluation Intelligente des Concepts Ontologiques,2008,fr,2,0,2,Apprentissage automatique et réseaux de connaissances
